path	decision	reason
03_需求与设计/02_开发计划/TASK-Z028B-20-PREP_CAND003边界冻结报告.md	YES	B20 boundary report
03_需求与设计/02_开发计划/task_z028b_20_cand003_boundary.json	YES	B20 boundary json
03_需求与设计/02_开发计划/task_z028b_20_cand003_boundary.tsv	YES	B20 boundary tsv
03_需求与设计/02_开发计划/TASK-Z028B-21-IMPL_CAND003单文件验证报告.md	YES	B21 result report
03_需求与设计/02_开发计划/task_z028b_21_cand003_result.json	YES	B21 result json
03_需求与设计/02_开发计划/task_z028b_21_cand003_result.tsv	YES	B21 result tsv
03_需求与设计/02_开发计划/task_z028b_21_cand003_stdout.txt	YES	B21 stdout
03_需求与设计/02_开发计划/TASK-Z028B-22-LEDGER-CAND003_quality_outbox证据账本报告.md	YES	B22 ledger report
03_需求与设计/02_开发计划/task_z028b_22_cand003_freeze.json	YES	B22 freeze json
03_需求与设计/02_开发计划/task_z028b_22_cand003_ledger.json	YES	B22 ledger json
03_需求与设计/02_开发计划/task_z028b_22_cand003_ledger.tsv	YES	B22 ledger tsv
00_交接与日志/HANDOVER_STATUS.md	NO	historical dirty forbidden path
03_需求与设计/01_架构设计/架构师会话日志.md	NO	historical dirty forbidden path
03_需求与设计/02_开发计划/工程师会话日志.md	NO	historical dirty forbidden path
06_前端/lingyi-pc/src/views/cross_module/CrossModuleView.vue	NO	historical dirty forbidden path
06_前端/lingyi-pc/src/views/production/ProductionPlanList.vue	NO	historical dirty forbidden path
06_前端/lingyi-pc/src/views/quality/QualityInspectionDetail.vue	NO	historical dirty forbidden path
06_前端/lingyi-pc/src/views/quality/QualityInspectionList.vue	NO	historical dirty forbidden path
06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderDetail.vue	NO	historical dirty forbidden path
06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderList.vue	NO	historical dirty forbidden path
07_后端/lingyi_service/app/schemas/report.py	NO	historical dirty forbidden path
07_后端/lingyi_service/app/services/report_catalog_service.py	NO	historical dirty forbidden path
07_后端/lingyi_service/app/services/system_config_catalog_service.py	NO	historical dirty forbidden path
07_后端/lingyi_service/tests/test_bom_permissions.py	NO	historical dirty forbidden path
07_后端/lingyi_service/tests/test_logging_sanitization.py	NO	historical dirty forbidden path
07_后端/lingyi_service/tests/test_permission_governance_audit_export.py	NO	historical dirty forbidden path
07_后端/lingyi_service/tests/test_request_id_sanitization.py	NO	historical dirty forbidden path
07_后端/lingyi_service/tests/test_style_profit_api.py	NO	historical dirty forbidden path
07_后端/lingyi_service/tests/test_subcontract_company_permission.py	NO	historical dirty forbidden path
07_后端/lingyi_service/tests/test_workshop_permissions.py	NO	historical dirty forbidden path
03_需求与设计/02_开发计划/TASK-Z028B-01-PREP_Z028本地候选池冻结报告.md	NO	Z028 candidate pool
03_需求与设计/02_开发计划/task_z028b_01_candidate_pool.json	NO	Z028 candidate pool
03_需求与设计/02_开发计划/task_z028b_01_candidate_pool.tsv	NO	Z028 candidate pool
03_需求与设计/02_开发计划/TASK-Z028B-19-PREP_Z028剩余候选刷新报告.md	NO	B19 refresh
03_需求与设计/02_开发计划/task_z028b_19_remaining_refresh.json	NO	B19 refresh
03_需求与设计/02_开发计划/task_z028b_19_remaining_refresh.tsv	NO	B19 refresh
03_需求与设计/02_开发计划/TASK-Z028B-02-PREP_CAND001边界冻结报告.md	NO	CAND001 evidence
03_需求与设计/02_开发计划/task_z028b_02_cand001_boundary.json	NO	CAND001 evidence
03_需求与设计/02_开发计划/task_z028b_02_cand001_boundary.tsv	NO	CAND001 evidence
03_需求与设计/02_开发计划/TASK-Z028B-03-IMPL_CAND001单文件验证报告.md	NO	CAND001 evidence
03_需求与设计/02_开发计划/task_z028b_03_cand001_result.json	NO	CAND001 evidence
03_需求与设计/02_开发计划/task_z028b_03_cand001_result.tsv	NO	CAND001 evidence
03_需求与设计/02_开发计划/task_z028b_03_cand001_stdout.txt	NO	CAND001 evidence
03_需求与设计/02_开发计划/TASK-Z028B-09-ARCHIVE-CAND001_factory_statement_confirm_cancel归档确认报告.md	NO	CAND001 archive
03_需求与设计/02_开发计划/task_z028b_09_cand001_archive_result.json	NO	CAND001 archive
03_需求与设计/02_开发计划/task_z028b_09_cand001_archive_result.tsv	NO	CAND001 archive
07_后端/lingyi_service/tests/test_factory_statement_confirm_cancel.py	NO	CAND001 backend test
03_需求与设计/02_开发计划/TASK-Z028B-10-PREP_Z028剩余候选刷新报告.md	NO	CAND002 refresh
03_需求与设计/02_开发计划/task_z028b_10_remaining_refresh.json	NO	CAND002 refresh
03_需求与设计/02_开发计划/task_z028b_10_remaining_refresh.tsv	NO	CAND002 refresh
03_需求与设计/02_开发计划/TASK-Z028B-18-ARCHIVE-CAND002_factory_statement_idempotency归档确认报告.md	NO	CAND002 archive
03_需求与设计/02_开发计划/task_z028b_18_cand002_archive_result.json	NO	CAND002 archive
03_需求与设计/02_开发计划/task_z028b_18_cand002_archive_result.tsv	NO	CAND002 archive
07_后端/lingyi_service/tests/test_factory_statement_idempotency.py	NO	CAND002 backend test
07_后端/lingyi_service/tests/test_quality_outbox.py	NO	CAND003 backend target test
07_后端/lingyi_service/app/services/quality_outbox_service.py	NO	CAND003 backend source evidence
07_后端/lingyi_service/app/services/quality_outbox_worker.py	NO	CAND003 backend source evidence
07_后端/lingyi_service/app/services/erpnext_quality_outbox_adapter.py	NO	CAND003 backend source evidence
07_后端/lingyi_service/app/models/quality.py	NO	CAND003 backend source evidence
07_后端/lingyi_service/app/models/quality_outbox.py	NO	CAND003 backend source evidence
07_后端/lingyi_service/app/schemas/quality_outbox.py	NO	CAND003 backend source evidence
07_后端/lingyi_service/tests/test_production_work_order_outbox.py	NO	CAND004 scope
07_后端/lingyi_service/tests/test_warehouse_stock_entry_worker.py	NO	CAND005 scope
runtime/	NO	runtime cache scope
cache/	NO	runtime cache scope
.venv/	NO	venv scope
node_modules/	NO	node_modules scope
