field	value
TASK_ID	TASK-YISUAN-REALOBJ-B035-IMPL-CAND005
ROLE	B Engineer
HEAD	db826b57fb11b00eb2400ea278bfcc45667230dc
branch	codex/sprint4-seal
cached_count	0
HEAD_tag_count	0
lane	implementation+evidence only
allowed_files_match	true
forbidden_paths_touched	[]
changed_files	06_前端/lingyi-pc/src/views/sales_inventory/SalesInventoryStockLedger.vue|06_前端/lingyi-pc/src/views/warehouse/WarehouseDashboard.vue|07_后端/lingyi_service/app/local_dev.py
evidence_dir	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005
scenario_tag	Z003-WAREHOUSE-20260601-901
routes_http_200	/sales-inventory/stock-ledger|/warehouse
route_probe_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/route_probe.json
screenshot_count	2
all_png_1440x1200	true
screenshot_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/screenshot_evidence.json
write_requests_observed_count	3
write_requests_only_local_dev_inventory_warehouse_endpoints	true
production_write_requests	0
erpnext_production_write_requests	0
real_production_account_used	false
network_write_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/network_write_evidence.json
local_dev_endpoint_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/local_dev_endpoint_evidence.json
scenario_tag_present	true
create_success	true
update_success	true
local_object_id_created	true
stock_ledger_readback_success	true
warehouse_readback_success	true
cancel_or_rollback_success	true
zero_residual	true
residual_records	0
local_object_loop_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/local_object_loop_evidence.json
stock_ledger_readback_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/stock_ledger_readback_evidence.json
warehouse_readback_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/warehouse_readback_evidence.json
rollback_zero_residual_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/rollback_zero_residual_evidence.json
typecheck_command	npm run typecheck
typecheck_workdir	06_前端/lingyi-pc
typecheck_exit_code	0
typecheck_result_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/typecheck_result.json
dev_server_started	true
dev_server_stopped	true
local_dev_server_started	true
local_dev_server_stopped	true
server_lifecycle_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b035_cand005/server_lifecycle_evidence.json
git_diff_check	PASS
git_diff_cached_check	PASS
data_classification	local_real_object_test_data_only
test_data_used	true
seed_data_used	false
sqlite_is_formal_db	false
not_future_production_data	true
real_inventory_finance_production_records_migrated	false
real_stock_in_out_records_migrated	false
production_readback	false
go_live	false
project_completion	false
remote_lifecycle_parked	true
NEXT_ROLE	C Auditor
