field	value
task_id	TASK-Z027B-39-PREP-CAND005-SECOND-FAILURE-DIAG
role	B Engineer
candidate_id	Z027-CAND-005
source_failure_task	TASK-Z027B-38-FIX-CAND005
previous_boundary_task	TASK-Z027B-37-PREP-CAND005-FAILURE-DIAG
current_head	bc3aa7f1a1c78ccd48e3c911bee619df0f65ce74
cached_empty	true
failed_summary	1 failed, 46 passed, 24 warnings in 1.18s
remaining_failed_cases	WorkshopWageApiTest::test_daily_wage_formula_and_snapshot_not_changed
observed_status	200
expected_status	200
observed_wage_amount	Decimal('90.0')
expected_wage_amount	Decimal('45.000000')
failure_pattern	200 branch reached; remaining wage_amount expectation drift under local synthetic unit wage contract
readonly_source_evidence_paths	03_需求与设计/02_开发计划/task_z027b_37_cand005_failure_boundary.json; 03_需求与设计/02_开发计划/task_z027b_38_cand005_fix_result.json; 03_需求与设计/02_开发计划/task_z027b_38_cand005_fix_stdout.txt; 07_后端/lingyi_service/tests/test_workshop_wage.py; 07_后端/lingyi_service/app/services/workshop_service.py; 07_后端/lingyi_service/app/routers/workshop.py; 07_后端/lingyi_service/app/schemas/workshop.py; 07_后端/lingyi_service/app/models/workshop.py; 07_后端/lingyi_service/app/models/audit.py
source_evidence_missing
classification	TEST_CONTRACT_UPDATE_ALLOWED
allowed_fix_file	07_后端/lingyi_service/tests/test_workshop_wage.py
next_task	TASK-Z027B-40-FIX-CAND005-SECOND
run_this_task	false
target_test_dirty_diff_scope	B38 allowed target-test contract fixture changes only
git_diff_check	PASS
tests_run	false
stage	false
commit	false
push	false
tag	false
pr	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
