field	value
task_id	TASK-Z032B-04-LEDGER-CAND001
role	B Engineer
candidate_id	Z032-CAND-001
evidence_only	true
source_chain	B02 boundary -> B03 PASS -> B04 ledger
current_head	33ebafc01c08757e70b2b3030236db117f555c8c
b03_result	PASS
b03_pytest_summary	10 passed, 54 warnings in 1.07s
target_test	07_后端/lingyi_service/tests/test_audit_log.py
target_test_dirty_diff	false
ledger_total	43
yes_count	11
no_count	32
yes_no_intersection	[]
backend_yes_paths	[]
frontend_yes_paths	[]
target_test_in_yes	false
target_test_in_no	true
historical_dirty_forbidden_in_yes	[]
all_yes_files_exist	true
git_check_ignore_yes_hits	[]
stage	false
commit	false
push	false
tag	false
pr	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
next_task	TASK-Z032B-05-STAGE-CAND001
run_this_task	false
