path	decision	category	reason
03_需求与设计/02_开发计划/TASK-Z024B-02-PREP_Z024候选001边界冻结报告.md	YES	cand001_boundary_evidence	B02 boundary report for selected candidate
03_需求与设计/02_开发计划/task_z024b_02_cand001_boundary.json	YES	cand001_boundary_evidence	B02 boundary JSON for selected candidate
03_需求与设计/02_开发计划/task_z024b_02_cand001_boundary.tsv	YES	cand001_boundary_evidence	B02 boundary TSV for selected candidate
03_需求与设计/02_开发计划/TASK-Z024B-03-IMPL_Z024候选001单文件验证报告.md	YES	cand001_pass_evidence	B03 single-file validation report
03_需求与设计/02_开发计划/task_z024b_03_cand001_result.json	YES	cand001_pass_evidence	B03 result JSON records PASS
03_需求与设计/02_开发计划/task_z024b_03_cand001_result.tsv	YES	cand001_pass_evidence	B03 result TSV records PASS
03_需求与设计/02_开发计划/task_z024b_03_cand001_stdout.txt	YES	cand001_pass_evidence	B03 stdout log records 9 passed, 3 warnings in 0.20s
03_需求与设计/02_开发计划/TASK-Z024B-04-LEDGER-CAND001_Z024候选001账本冻结报告.md	YES	cand001_ledger_evidence	B04 ledger freeze report
03_需求与设计/02_开发计划/task_z024b_04_cand001_freeze.json	YES	cand001_ledger_evidence	B04 freeze JSON
03_需求与设计/02_开发计划/task_z024b_04_cand001_ledger.json	YES	cand001_ledger_evidence	B04 ledger JSON
03_需求与设计/02_开发计划/task_z024b_04_cand001_ledger.tsv	YES	cand001_ledger_evidence	B04 ledger TSV
06_前端	NO	forbidden_frontend	Evidence-only ledger must not include frontend paths
07_后端	NO	forbidden_backend	Evidence-only ledger must not include backend paths
07_后端/lingyi_service/tests/test_factory_statement_models.py	NO	target_test_source_evidence	CAND001 was readonly PASS; target test is source evidence, not ledger YES
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared_engineer_log	Shared engineer log is forbidden
03_需求与设计/02_开发计划/TASK-Z024B-01-PREP_Z024本地候选池重建报告.md	NO	z024_candidate_pool	Candidate pool is excluded from CAND001 evidence-only ledger
03_需求与设计/02_开发计划/task_z024b_01_candidate_pool.json	NO	z024_candidate_pool	Candidate pool JSON is excluded from CAND001 evidence-only ledger
03_需求与设计/02_开发计划/task_z024b_01_candidate_pool.tsv	NO	z024_candidate_pool	Candidate pool TSV is excluded from CAND001 evidence-only ledger
07_后端/lingyi_service/tests/test_quality_models.py	NO	future_candidate_scope	Z024-CAND-002 future candidate source evidence
07_后端/lingyi_service/tests/test_style_profit_models.py	NO	future_candidate_scope	Z024-CAND-003 future candidate source evidence
07_后端/lingyi_service/tests/test_sales_inventory_permission.py	NO	future_candidate_scope	Z024-CAND-004 future candidate source evidence
07_后端/lingyi_service/tests/test_workshop_worker_permissions.py	NO	future_candidate_scope	Z024-CAND-005 future candidate source evidence
03_需求与设计/02_开发计划/TASK-Z023B-*	NO	prior_z015_z023_artifacts	Z023 archived/frozen artifacts are excluded
03_需求与设计/02_开发计划/task_z023b_*	NO	prior_z015_z023_artifacts	Z023 archived/frozen artifacts are excluded
03_需求与设计/02_开发计划/TASK-Z022B-*	NO	prior_z015_z023_artifacts	Z022 archived/frozen artifacts are excluded
03_需求与设计/02_开发计划/task_z022b_*	NO	prior_z015_z023_artifacts	Z022 archived/frozen artifacts are excluded
03_需求与设计/02_开发计划/TASK-Z015B-*..TASK-Z021B-*	NO	prior_z015_z023_artifacts	Z015-Z021 frozen/archived artifacts are excluded
.pytest_cache	NO	cache_runtime	Cache files are excluded
07_后端/lingyi_service/.pytest_cache	NO	cache_runtime	Pytest cache is excluded
07_后端/lingyi_service/.venv	NO	dependency_runtime	Virtual environment is excluded
dist	NO	build_output	Build output is excluded
node_modules	NO	dependency_runtime	Node dependency directory is excluded
03_需求与设计/01_架构设计/架构师会话日志.md	NO	architect_log	A architect log is excluded
03_需求与设计/02_开发计划/C_AUDIT_RECORDS	NO	auditor_records	C audit records are excluded
.github	NO	github_config	GitHub configuration is excluded
