field	value
task_id	TASK-Z043B-04-REGRESSION-CAND001
role	B Engineer
candidate_id	Z043-CAND-001
regression_status	PASS
code_modified_in_this_task	false
changed_files_observed	06_前端/lingyi-pc/src/App.vue
allowed_files_only	true
routes_checked	/home,/workshop/tickets/batch,/subcontract/list
route_http_statuses	/home=200,/workshop/tickets/batch=200,/subcontract/list=200
shell_visible_routes	/home=true,/workshop/tickets/batch=true,/subcontract/list=true
screenshot_path	04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry_regression/z043_cand001_home_regression.png
screenshot_png_dimensions	1440x1200
anchors_observed_count	8
anchors_all_observed	true
guarded_entries_covered	全局确认=true,权限刷新=true,降级说明入口=true
auth_401_count	2
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
write_request_success_observed	false
write_request_success_allowed	false
typecheck_command	npm run typecheck
typecheck_workdir	06_前端/lingyi-pc
typecheck_exit_code	0
backend_api_added	false
real_write_action_added	false
read_only_boundary_preserved	true
guarded_readonly_not_write_success	true
dev_server_started	true
dev_server_stopped	true
cached_empty	true
head_tag_empty	true
worktree_check_pass	true
stage_performed	false
commit_performed	false
remote_lifecycle_released	false
risk_z043_cand001_b03_auth_401_count	2
risk_z043_cand001_b04_auth_401_count	2
risk_z042_cand005_auth_401_count	4/3
risk_z042_cand004_auth_401_count	1
risk_z042_cand003_auth_401_count	1
risk_z042_cand002_auth_401_count	25
risk_z042_cand001_auth_401_count	6
risk_z041_z040_z039_z038_fallbacks	preserved
B28_shell_wrapper_anomaly	preserved
Z033_skipped_only	preserved
Z035_screenshot_missing_risk	preserved
remote_lifecycle_parked	true
push_tag_pr_release	false
production_readback	false
go_live	false
project_completion	false
next_task	TASK-Z043B-05-LEDGER-CAND001
