field	value
task_id	TASK-Z031B-02-PREP
candidate_id	Z031-CAND-001
current_head	af3caefe6742d4034a4dda6bd3c1b8ad988310d0
cached_empty	true
git_diff_check	PASS
frozen_workdir	07_后端/lingyi_service
frozen_command	.venv/bin/python -m pytest tests/test_quality_export_enhanced.py -q
target_test_path	07_后端/lingyi_service/tests/test_quality_export_enhanced.py
target_test_exists	true
target_test_dirty_diff	false
source_evidence_missing	[]
next_task	TASK-Z031B-03-IMPL
run_this_task	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
