field	value
task_id	TASK-Z030B-16-FIX-CAND002-SECOND
source_task	TASK-Z030B-15-PREP-CAND002-SECOND-FAILURE-DIAG
candidate_id	Z030-CAND-002
current_head	c35ffbb2b19bff7633b3a14a89c3476cae39be1e
allowed_fix_file	07_后端/lingyi_service/tests/test_warehouse_finished_goods_inbound.py
workdir	/Users/hh/Desktop/领意服装管理系统/07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_warehouse_finished_goods_inbound.py -q
command_run_count	1
exit_code	0
result	PASS
pytest_summary	5 passed, 1 warning in 1.00s
stdout_path	03_需求与设计/02_开发计划/task_z030b_16_cand002_second_fix_stdout.txt
changed_files	07_后端/lingyi_service/tests/test_warehouse_finished_goods_inbound.py;03_需求与设计/02_开发计划/TASK-Z030B-16-FIX-CAND002-SECOND_warehouse_finished_goods_inbound二次修复报告.md;03_需求与设计/02_开发计划/task_z030b_16_cand002_second_fix_result.json;03_需求与设计/02_开发计划/task_z030b_16_cand002_second_fix_result.tsv;03_需求与设计/02_开发计划/task_z030b_16_cand002_second_fix_stdout.txt
idempotency_conflict_semantics_addressed	true
business_status_assertions_preserved	true
assertions_weakened	false
skip_xfail_deleted_cases	false
backend_app_changed	false
frontend_changed	false
shared_log_changed	false
candidate_pool_changed	false
unrelated_tests_changed	false
forbidden_changes_scan	[]
cached_empty	true
diff_check_pass	true
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
cleanup_reset_checkout_stash_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
