field	value
task_id	TASK-Z036B-26-PREP
source_task_id	TASK-Z036B-25-PREP
head	5c529e82a00723f05fc50e900765d9a0491acfb6
branch	codex/sprint4-seal
cached_empty	true
head_tag_empty	true
diff_check_pass	true
selected_candidate_id	Z036-CAND-004
title	车间工票与工资只读可见流
routes	/workshop/tickets,/workshop/daily-wages,/workshop/wage-rates
read_only	true
backend_allowed	false
expected_allowed_file_scope	06_前端/lingyi-pc/src/views/workshop/WorkshopTicketList.vue|06_前端/lingyi-pc/src/views/workshop/WorkshopDailyWage.vue|06_前端/lingyi-pc/src/views/workshop/OperationWageRate.vue|06_前端/lingyi-pc/src/api/workshop.ts
field_button_state_anchors	workshop-ticket-list-page|workshop-ticket-filter-form|workshop-ticket-table|workshop-ticket-guarded-actions|workshop-ticket-sync-status|workshop-daily-wage-page|workshop-wage-rate-page|workshop-write-guard
route_static_check	/workshop/tickets:PASS:06_前端/lingyi-pc/src/views/workshop/WorkshopTicketList.vue|/workshop/daily-wages:PASS:06_前端/lingyi-pc/src/views/workshop/WorkshopDailyWage.vue|/workshop/wage-rates:PASS:06_前端/lingyi-pc/src/views/workshop/OperationWageRate.vue
anchor_exact_observed	workshop-ticket-list-page,workshop-ticket-filter-form,workshop-ticket-table,workshop-ticket-guarded-actions,workshop-ticket-sync-status,workshop-daily-wage-page
anchor_equivalent_or_to_normalize_in_B27	workshop-wage-rate-page,workshop-write-guard
allowed_files_all_exist	true
allowed_files_all_dirty_false	true
intersections_with_historical_dirty	[]
intersections_with_log_control_dirty	[]
intersections_with_residual_artifacts	[]
intersections_with_z035_committed_product_files	[]
unknown_dirty	[]
must_block_before_continue	[]
cand001_runtime_readonly_fallback_risk	true
cand003_runtime_readonly_fallback_risk	true
shell_wrapper_anomaly_preserved	true
z033_skipped_only_risk_preserved	true
screenshot_missing_risk_for_Z035	true
remote_lifecycle_parked	true
next_task	TASK-Z036B-27-IMPL
run_this_task	false
