field	value
task_id	TASK-Z043B-37-LEDGER-CAND005
role	B Engineer
evidence_only	false
source_chain	B34 -> B35 -> B35-FIX1 -> B36 -> B37
ledger_total	39
yes_count	27
no_count	12
yes_no_intersection	[]
all_yes_files_exist	true
ignored_yes_paths	[]
frontend_yes_paths	06_前端/lingyi-pc/src/views/subcontract/SubcontractOrderList.vue;06_前端/lingyi-pc/src/views/subcontract/SubcontractOrderDetail.vue
forbidden_paths_in_yes	[]
api_subcontract_touched	false
routes_http_200	true
material_purchase_parity_redirect	/materialPurchase/materialPurchaseProcess -> /subcontract/list?parity=material-purchase
b35_screenshots	PNG 1440x1200 list/detail
b36_screenshots	PNG 1440x1200 list/detail
anchors_observed_count	8
anchors_all_observed	true
guarded_controls_covered	新建外发单;发料;回料;验货;结算预览;同步重试;导出;打印
dataReadonlyBoundary	true
dataWriteRequestSuccessAllowed	false
dataRealWriteActionAdded	false
auth_401_count_b35_b36	4/4
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
write_request_success_observed	false
write_request_success_allowed	false
typecheck_exit_code	0
backend_api_added	false
real_write_action_added	false
read_only_boundary_preserved	true
stage_performed	false
commit_performed	false
remote_lifecycle_released	false
risk_fields_preserved	true
next_task	TASK-Z043B-38-STAGE-CAND005
