field	value
task_id	TASK-Z030B-02-PREP
candidate_id	Z030-CAND-001
source_task	TASK-Z030B-01-PREP
current_head	52d00a349ae810cb9cb5c3f1c44ad52122f6f812
cached_empty	true
git_diff_check_pass	true
b01_selected_candidate	Z030-CAND-001
b01_next_task	TASK-Z030B-02-PREP
module	quality_auto_trigger
risk	LOW_LOCAL_READONLY
frozen_workdir	07_后端/lingyi_service
frozen_command	.venv/bin/python -m pytest tests/test_quality_auto_trigger.py -q
command_is_single_file_backend_readonly_pytest	true
target_test_path	07_后端/lingyi_service/tests/test_quality_auto_trigger.py
target_test_exists	true
target_test_dirty_diff	false
source_evidence_missing	[]
next_task	TASK-Z030B-03-IMPL
run_this_task	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
