field	value
cycle_id	Z036
candidate_id	Z036-CAND-001
task_id	TASK-Z036B-05-LEDGER-CAND001
evidence_only	false
source_chain	B02 boundary -> B03 implementation -> B04 regression -> B05 ledger
current_head	9a75e862c5a911ac75dd77e150eaa584519dd719
visible_acceptance_goal_met	true
visible_acceptance_goal_still_met	true
read_only_boundary_preserved	true
real_write_action_added	false
typecheck_exit_code	0
screenshot_captured	true
screenshots	04_测试与验收/测试证据/z036_cand001_report_catalog_visible_flow/report_catalog_runtime_fullpage.png;04_测试与验收/测试证据/z036_cand001_report_catalog_visible_flow_regression/report_catalog_regression_fullpage.png
runtime_readonly_fallback_risk	true
console_401_errors_observed	4
network_401_errors_observed	4
write_chain_success	false
permission_misread_as_success	false
ledger_total	55
ledger_yes_count	22
ledger_no_count	33
yes_no_intersection	[]
frontend_yes_paths	06_前端/lingyi-pc/src/views/reports/ReportCatalog.vue
backend_yes_paths	[]
backend_app_yes_paths	[]
candidate_pool_yes_paths	[]
historical_dirty_forbidden_in_yes	[]
log_control_dirty_in_yes	[]
residual_artifacts_in_yes	[]
z035_committed_product_files_in_yes	[]
ignored_yes_paths	[]
all_yes_paths_exist	true
shell_wrapper_anomaly_preserved	true
z033_cand003_skipped_only_evidence	true
z033_cand003_actual_passed_count	0
z033_cand003_skipped_count	4
screenshot_missing_risk_for_Z035	true
stage	false
commit	false
push	false
tag	false
PR	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
next_task	TASK-Z036B-06-STAGE-CAND001
run_this_task	false
