field	value
task_id	TASK-Z030B-23-IMPL
source_task	TASK-Z030B-22-PREP
candidate_id	Z030-CAND-003
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_subcontract_issue_outbox.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	9 failed, 1 warning in 1.06s
stdout_path	03_需求与设计/02_开发计划/task_z030b_23_cand003_stdout.txt
target_test_path	07_后端/lingyi_service/tests/test_subcontract_issue_outbox.py
target_test_dirty_diff	false
cached_empty	true
diff_check_pass	true
fix_attempt	false
rerun_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
