field	value
task_id	TASK-Z036B-28-REGRESSION-CAND004
candidate_id	Z036-CAND-004
head	5c529e82a00723f05fc50e900765d9a0491acfb6
code_modified_in_this_task	false
changed_files_observed	06_前端/lingyi-pc/src/views/workshop/OperationWageRate.vue|06_前端/lingyi-pc/src/views/workshop/WorkshopDailyWage.vue|06_前端/lingyi-pc/src/views/workshop/WorkshopTicketList.vue
current_candidate_diff_allowed_files_only	true
typecheck_command	npm run typecheck
typecheck_exit_code	0
routes_verified	/workshop/tickets?parity=workshop-ticket-wage&regression=z036-b28:200|/workshop/daily-wages?parity=workshop-ticket-wage&regression=z036-b28:200|/workshop/wage-rates?parity=workshop-ticket-wage&regression=z036-b28:200
screenshot_reused_or_recaptured	recaptured
screenshots	04_测试与验收/测试证据/z036_cand004_workshop_readonly_flow_regression/workshop_tickets_regression_fullpage.png|04_测试与验收/测试证据/z036_cand004_workshop_readonly_flow_regression/workshop_daily_wages_regression_fullpage.png|04_测试与验收/测试证据/z036_cand004_workshop_readonly_flow_regression/workshop_wage_rates_regression_fullpage.png
anchors_observed	workshop-ticket-list-page|workshop-ticket-filter-form|workshop-ticket-table|workshop-ticket-guarded-actions|workshop-ticket-sync-status|workshop-daily-wage-page|workshop-wage-rate-page|workshop-write-guard
anchors_missing	[]
guarded_write_controls	/workshop/tickets?parity=workshop-ticket-wage&regression=z036-b28:4|/workshop/daily-wages?parity=workshop-ticket-wage&regression=z036-b28:4|/workshop/wage-rates?parity=workshop-ticket-wage&regression=z036-b28:3
non_disabled_guarded_controls_present	true
write_requests_observed_count	0
read_only_boundary_preserved	true
real_write_action_added	false
backend_api_added	false
backend_changed	false
tests_changed	false
candidate_pool_changed	false
historical_dirty_touched	false
log_control_dirty_touched	false
residual_artifacts_touched	false
z035_committed_product_files_touched	false
cand001_readonly_fallback_risk	true
cand003_readonly_fallback_risk	true
b28_shell_wrapper_anomaly	true
z033_skipped_only	true
z035_screenshot_missing_risk	true
next_task	TASK-Z036B-29-LEDGER-CAND004
run_this_task	false
