field	value
TASK_ID	TASK-YISUAN-REALOBJ-B019-IMPL-CAND003
HEAD	556c7ac1212e5d7b728d710f9f906983cb29aa31
branch	codex/sprint4-seal
cached_count	0
HEAD_tag_count	0
allowed_files_match	true
forbidden_paths_touched	[]
changed_files_count	24
routes_http_200	["/sales-inventory/sales-orders","/sales-inventory/sales-orders/detail","/production/plans"]
routes_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b019_cand003/route_probe.json
screenshot_count	3
screenshot_all_1440x1200	true
screenshot_evidence_file	03_需求与设计/02_开发计划/evidence/yisuan_realobj_b019_cand003/screenshot_evidence.json
local_dev_endpoint_prefixes	["/api/local-dev/sales-orders","/api/local-dev/production-plans"]
create_request_observed	true
update_patch_request_observed	true
rollback_request_observed	true
all_local_dev_sales_production_write_statuses_success	true
scenario_tag_present	true
create_success	true
update_success	true
local_object_id_created	true
sales_order_readback_success	true
order_detail_readback_success	true
quantity_matrix_readback_success	true
production_plan_readback_success	true
cancel_or_rollback_success	true
zero_residual	true
residual_records	0
write_requests_observed_count	3
write_requests_only_local_dev_sales_production_endpoints	true
production_write_requests	0
erpnext_production_write_requests	0
real_production_account_used	false
typecheck_command	npm run typecheck
typecheck_workdir	06_前端/lingyi-pc
typecheck_exit_code	0
dev_server_started	true
dev_server_stopped	true
local_dev_server_started	true
local_dev_server_stopped	true
data_classification	local_real_object_test_data_only
test_data_used	true
seed_data_used	false
not_future_production_data	true
sqlite_not_formal_database	true
sqlite_direct_reuse_for_production_forbidden	true
erpnext_production_connected	false
production_readback	false
go_live	false
project_completion	false
remote_lifecycle_parked	true
dirty_intersections	[]
unknown_dirty	[]
must_block_before_continue	[]
residual_risk_next_regression_task	TASK-YISUAN-REALOBJ-B020-REGRESSION-CAND003
residual_risk_future_ledger_task	TASK-YISUAN-REALOBJ-B021-LEDGER-CAND003
residual_risk_future_stage_boundary	REALOBJ-CAND-003 B021 freeze YES
NEXT_ROLE	C Auditor
