field	value
cycle_id	Z033
candidate_id	Z033-CAND-004
evidence_only	true
source_chain	B23 boundary -> B24 PASS -> B25 ledger
current_head	1433e6721f3cf917b61484ae7fa9b55a36efcd6a
pytest_summary	9 passed, 1 warning in 0.43s
target_test	07_后端/lingyi_service/tests/test_style_profit_api_source_adapter.py
target_test_dirty_diff	false
archived_candidates	Z033-CAND-001,Z033-CAND-002,Z033-CAND-003
cand003_skipped_only_evidence	true
cand003_actual_passed_count	0
cand003_skipped_count	4
ledger_total	123
ledger_yes_count	11
ledger_no_count	112
yes_no_intersection	[]
backend_yes_paths	[]
frontend_yes_paths	[]
backend_app_yes_paths	[]
historical_dirty_forbidden_in_yes	[]
ignored_yes_paths	[]
target_test_in_yes	false
target_test_in_no	true
stage	false
commit	false
push	false
tag	false
PR	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
next_task	TASK-Z033B-26-STAGE-CAND004
run_this_task	false
