field	value
task_id	TASK-Z030B-42-IMPL
source_task	TASK-Z030B-41-PREP
candidate_id	Z030-CAND-005
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_workshop_outbox.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	2 failed, 9 passed, 5 warnings in 1.04s
stdout_path	03_需求与设计/02_开发计划/task_z030b_42_cand005_stdout.txt
failed_cases	tests/test_workshop_outbox.py::WorkshopOutboxBoundaryTest::test_audit_failed_does_not_call_erp_and_rolls_back_outbox;tests/test_workshop_outbox.py::WorkshopOutboxBoundaryTest::test_commit_failed_does_not_call_erp_and_rolls_back_outbox
target_test_path	07_后端/lingyi_service/tests/test_workshop_outbox.py
target_test_dirty_diff	false
cached_empty	true
diff_check_pass	true
fix_attempt	false
rerun_performed	false
pytest_performed	true
npm_performed	false
browser_performed	false
build_performed	false
typecheck_performed	false
verify_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
cleanup_reset_checkout_stash_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
