field	value
task_id	TASK-Z043B-05-LEDGER-CAND001
role	B Engineer
candidate_id	Z043-CAND-001
fix1_corrected	true
removed_from_yes	04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry/runtime_summary.json,04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry_regression/runtime_summary.json
non_allowlisted_evidence_summary_paths	04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry/runtime_summary.json,04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry_regression/runtime_summary.json
evidence_only	false
source_chain	B02 -> B02-FIX1 -> B03 -> B04 -> B05
ledger_total	35
yes_count	24
no_count	11
yes_no_intersection	[]
all_yes_files_exist	true
ignored_yes_paths	[]
frontend_yes_paths	06_前端/lingyi-pc/src/App.vue
forbidden_paths_in_yes	[]
routes_passed	true
route_http_statuses	/home=200,/workshop/tickets/batch=200,/subcontract/list=200
shell_visible_routes	/home=true,/workshop/tickets/batch=true,/subcontract/list=true
screenshots_in_yes	{"b03":{"path":"04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry/z043_cand001_home.png","dimensions":"1440x1200","exists":true},"b04":{"path":"04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry_regression/z043_cand001_home_regression.png","dimensions":"1440x1200","exists":true}}
runtime_evidence_in_yes	true
anchors_observed_count	8
anchors_all_observed	true
guarded_controls_covered	全局确认,权限刷新,降级说明入口
b03_auth_401_count	2
b04_auth_401_count	2
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
write_request_success_observed	false
write_request_success_allowed	false
typecheck_exit_code	0
read_only_boundary_preserved	true
real_write_action_added	false
backend_api_added	false
risk_fields_preserved	true
cached_empty	true
head_tag_empty	true
worktree_check_pass	true
stage_performed	false
commit_performed	false
remote_lifecycle_released	false
next_task	TASK-Z043B-06-STAGE-CAND001
