path	decision	reason
03_需求与设计/02_开发计划/TASK-Z026B-31-PREP_Z026候选004只读验证边界报告.md	YES	CAND004 boundary report
03_需求与设计/02_开发计划/task_z026b_31_cand004_boundary.json	YES	CAND004 boundary JSON
03_需求与设计/02_开发计划/task_z026b_31_cand004_boundary.tsv	YES	CAND004 boundary TSV
03_需求与设计/02_开发计划/TASK-Z026B-32-IMPL_Z026候选004subcontract-exception-handling只读验证报告.md	YES	initial readonly validation report
03_需求与设计/02_开发计划/task_z026b_32_cand004_result.json	YES	initial readonly validation result JSON
03_需求与设计/02_开发计划/task_z026b_32_cand004_result.tsv	YES	initial readonly validation result TSV
03_需求与设计/02_开发计划/task_z026b_32_cand004_stdout.txt	YES	initial readonly validation stdout
03_需求与设计/02_开发计划/TASK-Z026B-33-PREP-CAND004-FAILURE-DIAG_Z026候选004失败定位报告.md	YES	first failure diagnosis report
03_需求与设计/02_开发计划/task_z026b_33_cand004_failure_diag_boundary.json	YES	first failure diagnosis JSON
03_需求与设计/02_开发计划/task_z026b_33_cand004_failure_diag_boundary.tsv	YES	first failure diagnosis TSV
03_需求与设计/02_开发计划/TASK-Z026B-34-FIX-CAND004_Z026候选004subcontract-exception-handling测试合同修复报告.md	YES	first test contract fix report
03_需求与设计/02_开发计划/task_z026b_34_cand004_fix_result.json	YES	first test contract fix result JSON
03_需求与设计/02_开发计划/task_z026b_34_cand004_fix_result.tsv	YES	first test contract fix result TSV
03_需求与设计/02_开发计划/task_z026b_34_cand004_fix_stdout.txt	YES	first test contract fix stdout
03_需求与设计/02_开发计划/TASK-Z026B-35-PREP-CAND004-SECOND-FAILURE-DIAG_Z026候选004二次失败定位报告.md	YES	second failure diagnosis report
03_需求与设计/02_开发计划/task_z026b_35_cand004_second_failure_diag_boundary.json	YES	second failure diagnosis JSON
03_需求与设计/02_开发计划/task_z026b_35_cand004_second_failure_diag_boundary.tsv	YES	second failure diagnosis TSV
03_需求与设计/02_开发计划/TASK-Z026B-36-FIX-CAND004-SECOND_Z026候选004subcontract-exception-handling二次测试合同修复报告.md	YES	final test contract fix report
03_需求与设计/02_开发计划/task_z026b_36_cand004_second_fix_result.json	YES	final test contract fix result JSON
03_需求与设计/02_开发计划/task_z026b_36_cand004_second_fix_result.tsv	YES	final test contract fix result TSV
03_需求与设计/02_开发计划/task_z026b_36_cand004_second_fix_stdout.txt	YES	final test contract fix stdout
03_需求与设计/02_开发计划/TASK-Z026B-37-LEDGER-CAND004_Z026候选004提交候选账本报告.md	YES	current ledger report
03_需求与设计/02_开发计划/task_z026b_37_cand004_freeze.json	YES	current freeze JSON
03_需求与设计/02_开发计划/task_z026b_37_cand004_ledger.json	YES	current ledger JSON
03_需求与设计/02_开发计划/task_z026b_37_cand004_ledger.tsv	YES	current ledger TSV
07_后端/lingyi_service/tests/test_subcontract_exception_handling.py	YES	only allowed backend test fix file
06_前端	NO	frontend scope forbidden
07_后端/lingyi_service/app	NO	backend app source forbidden
07_后端/lingyi_service/tests/test_factory_statement_audit.py	NO	Z026-CAND-001 fixed test belongs to prior candidate
07_后端/lingyi_service/tests/test_quality_api.py	NO	Z026-CAND-002 fixed test belongs to prior candidate
07_后端/lingyi_service/tests/test_sales_inventory_api.py	NO	Z026-CAND-003 fixed test belongs to prior candidate
07_后端/lingyi_service/tests/test_subcontract_company_permission.py	NO	other backend test file forbidden
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared engineer log forbidden
03_需求与设计/02_开发计划/task_z026b_01_candidate_pool.json	NO	Z026 candidate pool forbidden
03_需求与设计/02_开发计划/task_z026b_01_candidate_pool.tsv	NO	Z026 candidate pool forbidden
03_需求与设计/02_开发计划/TASK-Z026B-01-PREP_Z026本地候选池冻结报告.md	NO	Z026 candidate pool report forbidden
03_需求与设计/02_开发计划/TASK-Z026B-30-PREP_Z026剩余候选刷新报告.md	NO	B30 refresh forbidden
03_需求与设计/02_开发计划/task_z026b_30_remaining_candidate_refresh.json	NO	B30 refresh forbidden
03_需求与设计/02_开发计划/task_z026b_30_remaining_candidate_refresh.tsv	NO	B30 refresh forbidden
03_需求与设计/02_开发计划/*cand001*	NO	Z026-CAND-001 artifacts forbidden
03_需求与设计/02_开发计划/*cand002*	NO	Z026-CAND-002 artifacts forbidden
03_需求与设计/02_开发计划/*cand003*	NO	Z026-CAND-003 artifacts forbidden
03_需求与设计/02_开发计划/*cand005*	NO	Z026-CAND-005 future candidate artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z015*	NO	Z015 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z016*	NO	Z016 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z017*	NO	Z017 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z018*	NO	Z018 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z019*	NO	Z019 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z020*	NO	Z020 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z021*	NO	Z021 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z022*	NO	Z022 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z023*	NO	Z023 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z024*	NO	Z024 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z025*	NO	Z025 historical artifacts forbidden
07_后端/lingyi_service/.venv	NO	dependency runtime forbidden
07_后端/lingyi_service/__pycache__	NO	runtime cache forbidden
