path	decision	category	reason	exists
03_需求与设计/02_开发计划/TASK-Z025B-16-PREP_Z025候选003边界冻结报告.md	YES	cand003_boundary_evidence	CAND003 B16 boundary report	true
03_需求与设计/02_开发计划/task_z025b_16_cand003_boundary.json	YES	cand003_boundary_evidence	CAND003 B16 boundary JSON	true
03_需求与设计/02_开发计划/task_z025b_16_cand003_boundary.tsv	YES	cand003_boundary_evidence	CAND003 B16 boundary TSV	true
03_需求与设计/02_开发计划/TASK-Z025B-17-IMPL_Z025候选003单文件验证报告.md	YES	cand003_impl_evidence	CAND003 B17 single-file pytest report	true
03_需求与设计/02_开发计划/task_z025b_17_cand003_result.json	YES	cand003_impl_evidence	CAND003 B17 result JSON	true
03_需求与设计/02_开发计划/task_z025b_17_cand003_result.tsv	YES	cand003_impl_evidence	CAND003 B17 result TSV	true
03_需求与设计/02_开发计划/task_z025b_17_cand003_stdout.txt	YES	cand003_impl_evidence	CAND003 B17 pytest stdout evidence	true
03_需求与设计/02_开发计划/TASK-Z025B-18-LEDGER-CAND003_Z025候选003账本冻结报告.md	YES	cand003_ledger_evidence	CAND003 B18 ledger report	true
03_需求与设计/02_开发计划/task_z025b_18_cand003_freeze.json	YES	cand003_ledger_evidence	CAND003 B18 freeze JSON	true
03_需求与设计/02_开发计划/task_z025b_18_cand003_ledger.json	YES	cand003_ledger_evidence	CAND003 B18 ledger JSON	true
03_需求与设计/02_开发计划/task_z025b_18_cand003_ledger.tsv	YES	cand003_ledger_evidence	CAND003 B18 ledger TSV	true
06_前端/**	NO	frontend_scope	Frontend files forbidden for evidence-only CAND003 ledger	n/a
07_后端/**	NO	backend_scope	Backend files forbidden for evidence-only CAND003 ledger	n/a
07_后端/lingyi_service/tests/test_style_profit_snapshot_calculation.py	NO	target_test_scope	Target test was read-only validated, not part of evidence-only ledger YES	true
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared_engineer_log	Shared engineer log is forbidden	true
03_需求与设计/02_开发计划/TASK-Z0{15..24}*	NO	prior_z015_z024_artifacts	Prior frozen/committed/archived artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z0{15..24}*	NO	prior_z015_z024_artifacts	Prior frozen/committed/archived artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/*Z025候选001*	NO	z025_cand001_artifacts	Z025-CAND-001 committed/archive artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_02_cand001_*	NO	z025_cand001_artifacts	Z025-CAND-001 boundary artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_03_cand001_*	NO	z025_cand001_artifacts	Z025-CAND-001 impl artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_04_cand001_*	NO	z025_cand001_artifacts	Z025-CAND-001 ledger artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_05_cand001_*	NO	z025_cand001_artifacts	Z025-CAND-001 stage artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_06_cand001_*	NO	z025_cand001_artifacts	Z025-CAND-001 commit artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_07_cand001_*	NO	z025_cand001_artifacts	Z025-CAND-001 archive artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/*Z025候选002*	NO	z025_cand002_artifacts	Z025-CAND-002 committed/archive artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_09_cand002_*	NO	z025_cand002_artifacts	Z025-CAND-002 boundary artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_10_cand002_*	NO	z025_cand002_artifacts	Z025-CAND-002 impl artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_11_cand002_*	NO	z025_cand002_artifacts	Z025-CAND-002 ledger artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_12_cand002_*	NO	z025_cand002_artifacts	Z025-CAND-002 stage artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_13_cand002_*	NO	z025_cand002_artifacts	Z025-CAND-002 commit artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/task_z025b_14_cand002_*	NO	z025_cand002_artifacts	Z025-CAND-002 archive artifacts are out of CAND003 scope	pattern
03_需求与设计/02_开发计划/TASK-Z025B-01-PREP_Z025本地候选池重建报告.md	NO	z025_candidate_pool	Z025 candidate pool report is forbidden for CAND003 ledger YES	true
03_需求与设计/02_开发计划/task_z025b_01_candidate_pool.json	NO	z025_candidate_pool	Z025 candidate pool JSON is forbidden for CAND003 ledger YES	true
03_需求与设计/02_开发计划/task_z025b_01_candidate_pool.tsv	NO	z025_candidate_pool	Z025 candidate pool TSV is forbidden for CAND003 ledger YES	true
03_需求与设计/02_开发计划/TASK-Z025B-15-PREP_Z025剩余候选刷新报告.md	NO	z025_refresh	B15 refresh is excluded by task boundary	true
03_需求与设计/02_开发计划/task_z025b_15_remaining_candidate_refresh.json	NO	z025_refresh	B15 refresh JSON is excluded by task boundary	true
03_需求与设计/02_开发计划/task_z025b_15_remaining_candidate_refresh.tsv	NO	z025_refresh	B15 refresh TSV is excluded by task boundary	true
03_需求与设计/02_开发计划/*Z025候选004*	NO	future_candidate_scope	Z025-CAND-004 future candidate range is forbidden	pattern
03_需求与设计/02_开发计划/*Z025候选005*	NO	future_candidate_scope	Z025-CAND-005 future candidate range is forbidden	pattern
**/.pytest_cache/**	NO	runtime_cache	Runtime cache excluded	pattern
**/.venv/**	NO	dependency_runtime	Dependency runtime excluded	pattern
**/{dist,build,node_modules}/**	NO	build_or_dependency_artifacts	Build and dependency artifacts excluded	pattern
03_需求与设计/01_架构设计/架构师会话日志.md	NO	architect_log	A architect log is forbidden	true
03_需求与设计/**/C*审计*	NO	auditor_records	C audit records are forbidden	pattern
{.github/**,**/*production*,**/*prod*}	NO	github_or_production_config	GitHub and production configuration are forbidden	pattern
