field	value
task_id	TASK-Z031B-23-FIX-CAND003-THIRD
role	B Engineer
source_task	TASK-Z031B-22-PREP-CAND003-THIRD-FAILURE-DIAG
candidate_id	Z031-CAND-003
allowed_fix_file	07_后端/lingyi_service/tests/test_style_profit_api_errors.py
changed_files	07_后端/lingyi_service/tests/test_style_profit_api_errors.py;03_需求与设计/02_开发计划/TASK-Z031B-23-FIX-CAND003-THIRD_三次修复验证报告.md;03_需求与设计/02_开发计划/task_z031b_23_cand003_third_fix_result.json;03_需求与设计/02_开发计划/task_z031b_23_cand003_third_fix_result.tsv;03_需求与设计/02_开发计划/task_z031b_23_cand003_third_fix_stdout.txt
workdir	07_后端/lingyi_service
exact_command	.venv/bin/python -m pytest tests/test_style_profit_api_errors.py -q
command_run_count	1
exit_code	0
result	PASS
pytest_summary	5 passed, 1 warning in 1.04s
stdout_path	03_需求与设计/02_开发计划/task_z031b_23_cand003_third_fix_stdout.txt
blank_sales_order_expected_status	400
blank_sales_order_expected_error_code	STYLE_PROFIT_SALES_ORDER_REQUIRED
no_idempotency_conflict_acceptance_for_blank_sales_order	true
no_500_acceptance_for_blank_sales_order	true
assertions_weakened	false
skip_xfail_deleted_cases	false
backend_app_changed	false
frontend_changed	false
unrelated_tests_changed	false
cached_empty_after	true
git_diff_check_pass_after	true
stage	false
commit	false
push	false
tag	false
pr	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
b23_artifacts_staged	false
