path	decision	reason
03_需求与设计/02_开发计划/TASK-Z026B-41-PREP_Z026候选005只读验证边界报告.md	YES	CAND005 boundary report
03_需求与设计/02_开发计划/task_z026b_41_cand005_boundary.json	YES	CAND005 boundary JSON
03_需求与设计/02_开发计划/task_z026b_41_cand005_boundary.tsv	YES	CAND005 boundary TSV
03_需求与设计/02_开发计划/TASK-Z026B-42-IMPL_Z026候选005warehouse-inventory-count只读验证报告.md	YES	initial readonly validation report
03_需求与设计/02_开发计划/task_z026b_42_cand005_result.json	YES	initial readonly validation result JSON
03_需求与设计/02_开发计划/task_z026b_42_cand005_result.tsv	YES	initial readonly validation result TSV
03_需求与设计/02_开发计划/task_z026b_42_cand005_stdout.txt	YES	initial readonly validation stdout
03_需求与设计/02_开发计划/TASK-Z026B-43-PREP-CAND005-FAILURE-DIAG_Z026候选005失败定位报告.md	YES	first failure diagnosis report
03_需求与设计/02_开发计划/task_z026b_43_cand005_failure_diag_boundary.json	YES	first failure diagnosis JSON
03_需求与设计/02_开发计划/task_z026b_43_cand005_failure_diag_boundary.tsv	YES	first failure diagnosis TSV
03_需求与设计/02_开发计划/TASK-Z026B-44-FIX-CAND005_Z026候选005warehouse-inventory-count测试合同修复报告.md	YES	first test contract fix report
03_需求与设计/02_开发计划/task_z026b_44_cand005_fix_result.json	YES	first test contract fix result JSON
03_需求与设计/02_开发计划/task_z026b_44_cand005_fix_result.tsv	YES	first test contract fix result TSV
03_需求与设计/02_开发计划/task_z026b_44_cand005_fix_stdout.txt	YES	first test contract fix stdout
03_需求与设计/02_开发计划/TASK-Z026B-45-PREP-CAND005-SECOND-FAILURE-DIAG_Z026候选005二次失败定位报告.md	YES	second failure diagnosis report
03_需求与设计/02_开发计划/task_z026b_45_cand005_second_failure_diag_boundary.json	YES	second failure diagnosis JSON
03_需求与设计/02_开发计划/task_z026b_45_cand005_second_failure_diag_boundary.tsv	YES	second failure diagnosis TSV
03_需求与设计/02_开发计划/TASK-Z026B-46-FIX-CAND005-SECOND_Z026候选005warehouse-inventory-count二次测试合同修复报告.md	YES	final test contract fix report
03_需求与设计/02_开发计划/task_z026b_46_cand005_second_fix_result.json	YES	final test contract fix result JSON
03_需求与设计/02_开发计划/task_z026b_46_cand005_second_fix_result.tsv	YES	final test contract fix result TSV
03_需求与设计/02_开发计划/task_z026b_46_cand005_second_fix_stdout.txt	YES	final test contract fix stdout
03_需求与设计/02_开发计划/TASK-Z026B-47-LEDGER-CAND005_Z026候选005提交候选账本报告.md	YES	current ledger report
03_需求与设计/02_开发计划/task_z026b_47_cand005_freeze.json	YES	current freeze JSON
03_需求与设计/02_开发计划/task_z026b_47_cand005_ledger.json	YES	current ledger JSON
03_需求与设计/02_开发计划/task_z026b_47_cand005_ledger.tsv	YES	current ledger TSV
07_后端/lingyi_service/tests/test_warehouse_inventory_count.py	YES	only allowed backend test fix file
06_前端	NO	frontend scope forbidden
07_后端/lingyi_service/app	NO	backend app source forbidden
07_后端/lingyi_service/tests/test_factory_statement_audit.py	NO	Z026-CAND-001 fixed test belongs to prior candidate
07_后端/lingyi_service/tests/test_quality_api.py	NO	Z026-CAND-002 fixed test belongs to prior candidate
07_后端/lingyi_service/tests/test_sales_inventory_api.py	NO	Z026-CAND-003 fixed test belongs to prior candidate
07_后端/lingyi_service/tests/test_subcontract_exception_handling.py	NO	Z026-CAND-004 fixed test belongs to prior candidate
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared engineer log forbidden
03_需求与设计/02_开发计划/task_z026b_01_candidate_pool.json	NO	Z026 candidate pool forbidden
03_需求与设计/02_开发计划/task_z026b_01_candidate_pool.tsv	NO	Z026 candidate pool forbidden
03_需求与设计/02_开发计划/TASK-Z026B-01-PREP_Z026本地候选池冻结报告.md	NO	Z026 candidate pool report forbidden
03_需求与设计/02_开发计划/TASK-Z026B-30-PREP_Z026剩余候选刷新报告.md	NO	B30 refresh forbidden
03_需求与设计/02_开发计划/task_z026b_30_remaining_candidate_refresh.json	NO	B30 refresh forbidden
