field	value
task_id	TASK-Z028B-27-PREP
candidate_id	Z028-CAND-004
source_task	TASK-Z028B-26-PREP
current_head	8b2536babda1780764407c6da2fa96a6313952d9
module	production_work_order_outbox
risk	LOW
frozen_command	.venv/bin/python -m pytest tests/test_production_work_order_outbox.py -q
frozen_workdir	07_后端/lingyi_service
target_test_path	07_后端/lingyi_service/tests/test_production_work_order_outbox.py
target_test_exists	true
target_test_dirty_diff	false
source_evidence_missing	[]
historical_dirty_forbidden_staged	[]
next_task	TASK-Z028B-28-IMPL
run_this_task	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
