field	value
task_id	TASK-Z032B-26-PREP-CAND003-SECOND-FAILURE-DIAG
role	B Engineer
source_task	TASK-Z032B-25-FIX-CAND003
candidate_id	Z032-CAND-003
current_head	f1ee52224ea1a4615db30f51cb234eba023b1fb8
cached_empty	true
diff_check_pass	true
b25_result	FAIL
b25_command_run_count	1
b25_pytest_summary	6 failed, 1 warning in 1.04s
previous_failed_cases_count	6
remaining_failed_cases_count	6
remaining_failed_cases	["test_audit_write_failed_returns_500_not_failed_items","test_database_write_failed_returns_500_not_failed_items","test_permission_source_unavailable_returns_503_not_failed_items","test_row_business_error_can_enter_failed_items","test_row_resource_forbidden_can_enter_failed_items_and_write_security_audit","test_unknown_error_returns_500_not_failed_items"]
observed_expected_summary	all observed 409; expected 500/500/503/200/200/500
failure_pattern_summary	B25 moved past 422 schema validation but all cases still hit local idempotency/carrier conflict 409 before original business branches
target_test	07_后端/lingyi_service/tests/test_workshop_batch_exceptions.py
current_target_dirty_diff_limited_to_allowed_file	true
business_assertions_preserved_before_diag	true
source_evidence_missing	[]
historical_dirty_forbidden_staged	[]
classification	TEST_CONTRACT_UPDATE_ALLOWED
allowed_fix_file	07_后端/lingyi_service/tests/test_workshop_batch_exceptions.py
next_task	TASK-Z032B-27-FIX-CAND003-SECOND
run_this_task	false
stage	false
commit	false
push	false
tag	false
pr	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
