field	value
TASK_ID	TASK-YISUAN-CONTRACT-B034-PREP-CAND005
HEAD	e73e8d427fcc5ca03b417a31df02b9fcb276021f
branch	codex/sprint4-seal
cached_count	0
HEAD_tag_count	0
git_diff_check	PASS
selected_candidate	CONTRACT-CAND-005
covered_contract_ids	A001|A002|A003
routes	/sales-inventory/stock-ledger|/warehouse
route_source_locations	/sales-inventory/stock-ledger=06_前端/lingyi-pc/src/router/index.ts:174-176;/warehouse=06_前端/lingyi-pc/src/router/index.ts:186-188
allowed_files	06_前端/lingyi-pc/src/views/sales_inventory/SalesInventoryStockLedger.vue|06_前端/lingyi-pc/src/views/warehouse/WarehouseDashboard.vue
allowed_files_exist	true
allowed_files_clean	true
contract_sources	04_测试与验收/测试证据/yisuan_business_shadow_capture/YISUAN_CAP_A001_evidence_coverage_matrix_20260520/evidence_coverage_matrix.json|04_测试与验收/测试证据/yisuan_business_shadow_capture/YISUAN_CAP_A002_business_contract_merge_20260520/yisuan_development_contract_input.json|04_测试与验收/测试证据/yisuan_business_shadow_capture/YISUAN_CAP_A003_ui_route_field_button_readonly_contract_20260520/ui_contract_development_input.json
contract_sources_exist	true
optional_support_files	07_后端/lingyi_service/app/local_dev.py
optional_support_status	exists=true,clean=true,mode=read_only_support_only
module_scope	库存/仓库/跨模块读回契约合并
business_contract_summary	库存流水、仓库摘要、跨模块readback提示按A001/A002/A003合同合并
key_fields	A001状态维度;A002状态标签与非宣称;A003壳层字段只读展示
validation_rules	unknown/blocked不得升级confirmed;mustNotImplementActions只展示不执行
status_rules	VERIFIED|PARTIAL|UNKNOWN|NO-GO|BLOCKED
readonly_readback_rules	contract_source_readback_required=true;must_not_claim_business_action_safe=true
frozen_evidence_requirement	routes_http_200=2;png_1440x1200=true;key_fields/validation/status/readonly_observed=true;zero_write=true;real_business_object_created=false;linked_calculation_enabled=false;typecheck_exit_code=0;dev_server_started_stopped=true
dirty_tracked_total	16
dirty_frontend_count	3
dirty_backend_or_test_count	10
dirty_log_control_count	3
dirty_intersections	[]
unknown_dirty	[]
must_block_before_continue	[]
implementation_allowed	true
next_task	TASK-YISUAN-CONTRACT-B035-IMPL-CAND005
data_classification	contract_merge_no_real_object
test_data_used	false
seed_data_used	false
sqlite_not_formal_database	true
sqlite_direct_reuse_for_production_forbidden	true
real_business_object_created	false
linked_calculation_enabled	false
erpnext_production_connected	false
real_production_account_used	false
production_readback	false
go_live	false
project_completion	false
remote_lifecycle_parked	true
prior_A005_A006_unknown_or_blocked_claimed_as_confirmed	false
prohibited_actions_confirmation	code_modified=false,browser/typecheck/pytest_ran=false,stage_commit_amend=false,push_pr_tag_release=false,reset_restore_clean_delete=false
residual_risk	B035需严格锁定两个allowed前端文件并保持zero-write与unknown/blocked非confirmed
