field	value
TASK_ID	TASK-YISUAN-REALOBJ-B004-REGRESSION-CAND001
HEAD	87821f6429b5ebc4d4dd3512faa97a9eed7a3734
branch	codex/sprint4-seal
cached_count	0
HEAD_tag_count	0
code_modified_in_this_task	false
route_/sales-inventory/references_http_status	200
route_/sales-inventory/references_final_path	/sales-inventory/references
route_/foundation/warehouse_http_status	200
route_/foundation/warehouse_final_path	/warehouse?parity=foundation-warehouse
route_/warehouse_http_status	200
route_/warehouse_final_path	/warehouse
screenshot_all_1440x1200	true
patch_endpoint_implemented	true
patch_request_observed	true
patch_request_path	/api/local-dev/foundation/references/4
patch_status_success	true
scenario_tag_present	true
create_success	true
update_success	true
local_object_id_created	true
local_object_id	4
readback_after_update_success	true
cancel_or_rollback_success	true
zero_residual	true
residual_records	0
write_requests_observed_count	4
local_dev_write_requests_count	4
local_dev_write_requests_only	true
production_write_requests	0
erpnext_production_write_requests	0
real_production_account_used	false
typecheck_command	npm run typecheck
typecheck_workdir	06_前端/lingyi-pc
typecheck_exit_code	0
dev_server_started	true
dev_server_stopped	true
local_dev_server_started	true
local_dev_server_stopped	true
data_classification	local_real_object_test_data_only
test_data_used	true
seed_data_used	false
not_future_production_data	true
sqlite_not_formal_database	true
sqlite_direct_reuse_for_production_forbidden	true
erpnext_production_connected	false
production_readback	false
go_live	false
project_completion	false
remote_lifecycle_parked	true
dirty_intersections	[]
unknown_dirty	[]
must_block_before_continue	[]
residual_risk	low
NEXT_ROLE	C Auditor
