field	value
task_id	TASK-Z030B-14-FIX-CAND002
source_task	TASK-Z030B-13-PREP-CAND002-FAILURE-DIAG
candidate_id	Z030-CAND-002
allowed_fix_file	07_后端/lingyi_service/tests/test_warehouse_finished_goods_inbound.py
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_warehouse_finished_goods_inbound.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	3 failed, 2 passed, 1 warning in 1.02s
stdout_path	03_需求与设计/02_开发计划/task_z030b_14_cand002_fix_stdout.txt
changed_files	["07_后端/lingyi_service/tests/test_warehouse_finished_goods_inbound.py","03_需求与设计/02_开发计划/TASK-Z030B-14-FIX-CAND002_warehouse_finished_goods_inbound测试合同修复报告.md","03_需求与设计/02_开发计划/task_z030b_14_cand002_fix_result.json","03_需求与设计/02_开发计划/task_z030b_14_cand002_fix_result.tsv","03_需求与设计/02_开发计划/task_z030b_14_cand002_fix_stdout.txt"]
required_fields_addressed	["source_ref","warehouse","item_code","operation","quantity","business_date","status_action","scenario_tag"]
business_status_assertions_preserved	true
assertions_weakened	false
skip_xfail_deleted_cases	false
backend_app_changed	false
frontend_changed	false
shared_log_changed	false
candidate_pool_changed	false
unrelated_tests_changed	false
cached_empty	true
diff_check_pass	true
fix_attempt_after_failure	false
rerun_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
