field	value
task_id	TASK-Z024B-02-PREP
role	B Engineer
source_task_id	TASK-Z024B-01-PREP
source_candidate_pool_json	03_需求与设计/02_开发计划/task_z024b_01_candidate_pool.json
current_head	2232e141540cf41d1cb720b0f0774ebd1ef35cc6
cached_area_empty	YES
selected_candidate_id	Z024-CAND-001
candidate_original_fields_copied	YES
module	factory_statement
route_or_area	app.models.factory_statement; tests/test_factory_statement_models.py
source_evidence	07_后端/lingyi_service/tests/test_factory_statement_models.py; 07_后端/lingyi_service/app/models/factory_statement.py
risk_level	LOW
allowed_scope	PREP only: freeze one backend service-workdir readonly pytest command for tests/test_factory_statement_models.py; no pytest run in this task
forbidden_scope	No code edits, no frontend edits, no backend app edits, no test edits, no stage/commit/push/tag/PR/release, no production or ERPNext production writes
recommended_command	.venv/bin/python -m pytest tests/test_factory_statement_models.py -q
candidate_pool_recommended_next_task_id	TASK-Z024B-02-PREP
why_minimal	Single tracked backend model test file, source evidence exists, target file is clean, and no Z015-Z023 artifact scan hit for this test entry.
source_evidence_exists	YES
recommended_command_is_single_file_backend_pytest	YES
recommended_command_target	07_后端/lingyi_service/tests/test_factory_statement_models.py
recommended_command_target_exists	YES
target_test_in_dirty_diff	NO
recommended_next_task_id	TASK-Z024B-03-IMPL
run_this_task	NO
git_diff_cached_name_only	[]
git_diff_check	PASS
pytest_npm_browser_build_typecheck_verify_run	NO
code_edits	NO
stage_commit_push	NO
pr_tag_release_cleanup	NO
production_or_real_business_write	NO
parked_blockers_released	NO
