field	value
task_id	TASK-Z029B-29-PREP
role	B Engineer
current_head	fdebac7c5f6a93a1e0d8a8bbf13c9a6bce48aad0
cached_empty	true
diff_check_pass	true
source_task	TASK-Z029B-28-PREP
candidate_id	Z029-CAND-004
module	warehouse_export_diagnostic
risk	LOW
frozen_workdir	/Users/hh/Desktop/领意服装管理系统/07_后端/lingyi_service
frozen_command	.venv/bin/python -m pytest tests/test_warehouse_export_diagnostic.py -q
target_test_path	07_后端/lingyi_service/tests/test_warehouse_export_diagnostic.py
target_test_exists	true
target_test_dirty_diff	false
source_evidence_missing	[]
b28_selected_candidate	Z029-CAND-004
b28_next_task	TASK-Z029B-29-PREP
historical_dirty_forbidden_staged	[]
next_task	TASK-Z029B-30-IMPL
run_this_task	false
pytest_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
