field	value
status	DONE
task_id	TASK-YISUAN-1TO1-B028-REGRESSION-CAND004
code_modified_in_this_task	false
head	61409e8d2c170b91e0f501aab1be58a93c814689
branch	codex/sprint4-seal
changed_files	06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderList.vue;06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderDetail.vue;06_前端/lingyi-pc/src/views/production/ProductionPlanList.vue
routes	/sales-inventory/sales-orders:200;/sales-inventory/sales-orders/detail:200;/production/plans:200
screenshots	sales_orders_1440x1200.png;sales_order_detail_1440x1200.png;production_plans_1440x1200.png
ui_source_status	found
ui_source_readback_present	true
a001_a006_business_contract_merged	false
dom_anchors_observed	12/12
write_requests_observed_count	0
production_write_requests	0
erpnext_production_write_requests	0
auth_401_count	0
typecheck_exit_code	0
data_classification	ui_parity_no_write
test_data_used	false
seed_data_used	false
dirty_intersections	[]
unknown_dirty	[]
must_block_before_continue	[]
next_task	TASK-YISUAN-1TO1-B029-LEDGER-CAND004
