field	value
TASK_ID	TASK-YISUAN-CONTRACT-B019-IMPL-CAND003
HEAD	767dd71a2fcf4af58c60d4cf658eff5f8cb89afb
branch	codex/sprint4-seal
cached_count	0
HEAD_tag_count	0
changed_files	06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderList.vue|06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderDetail.vue|06_前端/lingyi-pc/src/views/production/ProductionPlanList.vue
allowed_files_match	true
forbidden_paths_touched	[]
routes_http_200	/sales-inventory/sales-orders:200|/sales-inventory/sales-orders/detail:200|/production/plans:200
screenshots_1440x1200	sales_orders_1440x1200.png|sales_orders_detail_1440x1200.png|production_plans_1440x1200.png
covered_contract_ids	A002|A006
contract_source_readback_present	true
key_fields_observed	true
validation_rules_observed	true
status_rules_observed	true
readonly_readback_observed	true
A006_blocked_unknown_fields_preserved	true
A006_blocked_unknown_fields_claimed_as_confirmed	false
A006_popup_only_boundary	true
popup_only_real_action_triggered	false
write_requests_observed_count	0
production_write_requests	0
erpnext_production_write_requests	0
real_production_account_used	false
real_business_object_created	false
linked_calculation_enabled	false
typecheck_command	npm run typecheck
typecheck_workdir	06_前端/lingyi-pc
typecheck_exit_code	0
dev_server_started	true
dev_server_stopped	true
git_diff_check	PASS
dirty_intersections	[]
unknown_dirty	[]
must_block_before_continue	[]
data_classification	contract_merge_no_real_object
seed_data_used	false
sqlite_not_formal_database	true
sqlite_direct_reuse_for_production_forbidden	true
erpnext_production_connected	false
production_readback	false
go_live	false
project_completion	false
remote_lifecycle_parked	true
NEXT_ROLE	C Auditor
