field	value
task_id	TASK-Z029B-07-FIX-CAND001-SECOND
candidate_id	Z029-CAND-001
source_task	TASK-Z029B-06-PREP-CAND001-SECOND-FAILURE-DIAG
allowed_fix_file	07_后端/lingyi_service/tests/test_factory_statement_payable_api.py
workdir	/Users/hh/Desktop/领意服装管理系统/07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_factory_statement_payable_api.py -q
command_run_count	1
exit_code	0
result	PASS
pytest_summary	15 passed, 56 warnings in 1.27s
stdout_path	03_需求与设计/02_开发计划/task_z029b_07_cand001_second_fix_stdout.txt
changed_files	07_后端/lingyi_service/tests/test_factory_statement_payable_api.py;03_需求与设计/02_开发计划/TASK-Z029B-07-FIX-CAND001-SECOND_factory_statement_payable_api二次修复报告.md;03_需求与设计/02_开发计划/task_z029b_07_cand001_second_fix_result.json;03_需求与设计/02_开发计划/task_z029b_07_cand001_second_fix_result.tsv;03_需求与设计/02_开发计划/task_z029b_07_cand001_second_fix_stdout.txt
fail_closed_semantics_preserved	true
assertions_weakened	false
skip_xfail_deleted_cases	false
remaining_failed_cases	[]
cached_empty	true
git_diff_cached_name_only	[]
git_diff_check	PASS
b07_artifacts_staged	false
rerun_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
