field	value
task_id	TASK-Z043B-13-LEDGER-CAND002
evidence_only	false
source_chain	B10 -> B11 -> B11-FIX1 -> B12 -> B13
ledger_total	39
yes_count	25
no_count	14
yes_paths	06_前端/lingyi-pc/src/router/index.ts,06_前端/lingyi-pc/src/api/report.ts,03_需求与设计/02_开发计划/TASK-Z043B-10-PREP_CAND002_报表目录导出资格说明边界冻结报告.md,03_需求与设计/02_开发计划/task_z043b_10_cand002_boundary.json,03_需求与设计/02_开发计划/task_z043b_10_cand002_boundary.tsv,03_需求与设计/02_开发计划/TASK-Z043B-11-IMPL_CAND002_报表目录导出资格说明实施报告.md,03_需求与设计/02_开发计划/task_z043b_11_cand002_impl_result.json,03_需求与设计/02_开发计划/task_z043b_11_cand002_impl.tsv,03_需求与设计/02_开发计划/TASK-Z043B-12-REGRESSION-CAND002_报表目录导出资格说明回归报告.md,03_需求与设计/02_开发计划/task_z043b_12_cand002_regression_result.json,03_需求与设计/02_开发计划/task_z043b_12_cand002_regression.tsv,03_需求与设计/02_开发计划/TASK-Z043B-13-LEDGER-CAND002_报表目录导出资格说明账本冻结报告.md,03_需求与设计/02_开发计划/task_z043b_13_cand002_ledger.json,03_需求与设计/02_开发计划/task_z043b_13_cand002_ledger.tsv,03_需求与设计/02_开发计划/task_z043b_13_cand002_ledger_freeze.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/reports_catalog_z043_export_eligibility.png,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/route_evidence.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/dom_anchors_evidence.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/guarded_readonly_state_evidence.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/network_write_request_observation.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/reports_catalog_z043_export_eligibility_regression.png,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/route_evidence.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/dom_anchors_evidence.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/guarded_readonly_state_evidence.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/network_write_request_observation.json
no_paths	06_前端/lingyi-pc/src/views/reports/ReportCatalog.vue,04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry/runtime_summary.json,04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry_regression/runtime_summary.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/screenshot_metadata.json,04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/screenshot_metadata.json,07_后端,03_需求与设计/02_开发计划/task_z043b_01_product_candidate_pool.json,historical dirty,log/control dirty,Z034 residual artifacts,runtime/cache/test-results,remote/prod/go-live,future task artifacts,Z043-CAND-003..005 artifacts
yes_no_intersection	[]
all_yes_files_exist	true
ignored_yes_paths	[]
frontend_yes_paths	06_前端/lingyi-pc/src/router/index.ts,06_前端/lingyi-pc/src/api/report.ts
forbidden_paths_in_yes	[]
route_evidence_frozen	{"routes_checked":["/financial/financialReport/customerReconciliationReport","/financial/financialProcess","/finance/bank-flow","/reportManage/collaborationReport/factoryProductStockReport","/reports/catalog"],"route_http_statuses":{"/financial/financialReport/customerReconciliationReport":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/financial/financialProcess":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/finance/bank-flow":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/reportManage/collaborationReport/factoryProductStockReport":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/reports/catalog":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true}},"all_http_200":true,"all_final_catalog_route":true}
screenshots_frozen	{"b11":{"path":"04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/reports_catalog_z043_export_eligibility.png","dimensions":"1440x1200","format":"png"},"b12":{"path":"04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/reports_catalog_z043_export_eligibility_regression.png","dimensions":"1440x1200","format":"png"}}
runtime_evidence_frozen	{"b11_evidence_in_yes":["04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/route_evidence.json","04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/dom_anchors_evidence.json","04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/guarded_readonly_state_evidence.json","04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/network_write_request_observation.json"],"b12_evidence_in_yes":["04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/route_evidence.json","04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/dom_anchors_evidence.json","04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/guarded_readonly_state_evidence.json","04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility_regression/network_write_request_observation.json"],"anchors_observed_count":8,"anchors_all_observed":true,"guarded_controls_covered":["报表导出","财务下载","协同下载","明细导出"],"b11_auth_401_count":30,"b12_auth_401_count":30,"runtime_readonly_fallback_risk":true,"write_requests_observed_count":0,"write_request_success_observed":false,"write_request_success_allowed":false}
typecheck_exit_code	0
risk_fields_preserved	{"current_candidate":{"candidate_id":"Z043-CAND-002","b11_auth_401_count":30,"b12_auth_401_count":30,"runtime_readonly_fallback_risk":true,"guarded_readonly_not_write_success":true},"previous_candidate":{"Z043-CAND-001 readonly fallback risk":"B03/B04 auth_401_count=2/2","non_allowlisted_evidence_summary":["04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry/runtime_summary.json","04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry_regression/runtime_summary.json"]},"prior_fallback_risks":["Z042 CAND005 auth_401_count=4/3","Z042 CAND004 auth_401_count=1","Z042 CAND003 auth_401_count=1","Z042 CAND002 auth_401_count=25","Z042 CAND001 auth_401_count=6","Z041 readonly fallback risk","Z040 readonly fallback risk","Z039 readonly fallback risk","Z038 readonly fallback risks"],"process_risks":["B28 shell_wrapper_anomaly","Z033 skipped_only","Z035 screenshot_missing_risk"],"lifecycle_gates":{"remote_lifecycle_parked":true,"push_tag_pr_release":false,"production_readback":false,"go_live":false,"project_completion":false}}
stage_performed	false
commit_performed	false
remote_lifecycle_released	false
next_task	TASK-Z043B-14-STAGE-CAND002
