field	value
task_id	TASK-Z036B-12-REGRESSION-CAND002
cycle_id	Z036
candidate_id	Z036-CAND-002
head	9d655fb666b473d1aedbf7263ff705545719dd83
result	PASS
code_modified_in_this_task	false
changed_files_observed	06_前端/lingyi-pc/src/views/factory_statement/FactoryStatementList.vue;06_前端/lingyi-pc/src/views/factory_statement/FactoryStatementDetail.vue;06_前端/lingyi-pc/src/views/factory_statement/FactoryStatementPrint.vue
typecheck	npm run typecheck exit_code=0
routes_checked	/factory-statements/list;/factory-statements/detail?id=101;/factory-statements/print?id=101
anchors_checked	factory-statement-list-page;factory-statement-kpi-grid;factory-statement-query-form;factory-statement-table;factory-statement-detail-page;factory-statement-status-tag;factory-statement-print-page;factory-statement-write-guard
screenshot_reused_or_recaptured	recaptured
screenshots	04_测试与验收/测试证据/z036_cand002_factory_statement_readonly_flow_regression/factory_statement_list_regression_fullpage.png;04_测试与验收/测试证据/z036_cand002_factory_statement_readonly_flow_regression/factory_statement_detail_regression_fullpage.png;04_测试与验收/测试证据/z036_cand002_factory_statement_readonly_flow_regression/factory_statement_print_regression_fullpage.png
write_requests_observed_count	0
visible_acceptance_goal_still_met	true
read_only_boundary_preserved	true
real_write_action_added	false
backend_changed	false
tests_changed	false
candidate_pool_changed	false
historical_dirty_touched	false
log_control_dirty_touched	false
residual_artifacts_touched	false
z035_committed_product_files_touched	false
stage_commit_push	false
remote_lifecycle	false
new_candidate_started	false
next_task	TASK-Z036B-13-LEDGER-CAND002
