field	value
task_id	TASK-Z030B-22-PREP
source_task	TASK-Z030B-21-PREP
current_head	7cbebc82d57a4b576e501236457e3a969705f625
cached_empty	true
diff_check_pass	true
candidate_id	Z030-CAND-003
frozen_workdir	07_后端/lingyi_service
frozen_command	.venv/bin/python -m pytest tests/test_subcontract_issue_outbox.py -q
command_is_single_file_backend_readonly_pytest	true
target_test_path	07_后端/lingyi_service/tests/test_subcontract_issue_outbox.py
target_test_exists	true
target_test_dirty_diff	false
source_evidence_paths	["07_后端/lingyi_service/tests/test_subcontract_issue_outbox.py","07_后端/lingyi_service/app/routers/subcontract.py","07_后端/lingyi_service/app/services/erpnext_stock_entry_service.py","07_后端/lingyi_service/app/services/subcontract_stock_outbox_service.py","07_后端/lingyi_service/app/models/subcontract.py","07_后端/lingyi_service/app/models/bom.py"]
source_evidence_missing	[]
historical_dirty_forbidden_staged	[]
next_task	TASK-Z030B-23-IMPL
run_this_task	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
