field	value
task_id	TASK-Z039B-04-REGRESSION-CAND001
candidate_id	Z039-CAND-001
code_modified_in_this_task	false
changed_files_observed	06_前端/lingyi-pc/src/api/report.ts;06_前端/lingyi-pc/src/router/index.ts
report_catalog_vue_touched	false
parity_routes_http_200	6/6
final_catalog_route_status	/reports/catalog HTTP 200
screenshot	04_测试与验收/测试证据/z039_cand001_report_parity_readonly_regression/report_parity_regression_fullpage.png PNG 1440x2791
runtime_dom_guard_network_evidence	04_测试与验收/测试证据/z039_cand001_report_parity_readonly_regression/report_parity_regression_dom_guard_network.json
anchors_observed	8/8
guarded_write_controls	guarded:readonly-report-export;guarded:readonly-report-action;guarded:readonly-report-print;guarded:readonly-report-upload;guarded:report-finance-download-readonly;guarded:report-collaboration-download-readonly;guarded:report-detail-export-readonly;dataReadonlyBoundary=true;dataWriteRequestSuccessAllowed=false
auth_401_count	33
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
write_request_success_observed	false
write_request_success_allowed	false
typecheck_command	npm run typecheck
typecheck_exit_code	0
worktree_check_pass	true
read_only_boundary_preserved	true
real_write_action_added	false
backend_api_added	false
dev_server_started	true
dev_server_stopped	true
remote_lifecycle_parked	true
