field	value
cycle_id	Z033
candidate_id	Z033-CAND-003
evidence_only	true
skipped_only_evidence	true
actual_passed_count	0
skipped_count	4
source_chain	B16 boundary -> B17 PASS_EXIT_WITH_SKIPS -> B18 ledger
current_head	9cbc5ccdc1d4ccce07dcd1ae92fcf892b5169c63
pytest_summary	4 skipped, 1 warning in 0.96s
target_test	07_后端/lingyi_service/tests/test_style_profit_api_postgresql.py
target_test_dirty_diff	false
ledger_total	97
ledger_yes_count	11
ledger_no_count	86
yes_no_intersection	[]
backend_yes_paths	[]
frontend_yes_paths	[]
backend_app_yes_paths	[]
historical_dirty_forbidden_in_yes	[]
ignored_yes_paths	[]
archived_candidates	["Z033-CAND-001","Z033-CAND-002"]
target_test_in_yes	false
target_test_in_no	true
stage	false
commit	false
push	false
tag	false
PR	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
next_task	TASK-Z033B-19-STAGE-CAND003
run_this_task	false

section	path
YES	03_需求与设计/02_开发计划/TASK-Z033B-16-PREP_CAND003_边界冻结报告.md
YES	03_需求与设计/02_开发计划/task_z033b_16_cand003_boundary.json
YES	03_需求与设计/02_开发计划/task_z033b_16_cand003_boundary.tsv
YES	03_需求与设计/02_开发计划/TASK-Z033B-17-IMPL_CAND003_单文件验证报告.md
YES	03_需求与设计/02_开发计划/task_z033b_17_cand003_result.json
YES	03_需求与设计/02_开发计划/task_z033b_17_cand003_result.tsv
YES	03_需求与设计/02_开发计划/task_z033b_17_cand003_stdout.txt
YES	03_需求与设计/02_开发计划/TASK-Z033B-18-LEDGER-CAND003_账本冻结报告.md
YES	03_需求与设计/02_开发计划/task_z033b_18_cand003_ledger_freeze.json
YES	03_需求与设计/02_开发计划/task_z033b_18_cand003_ledger.json
YES	03_需求与设计/02_开发计划/task_z033b_18_cand003_ledger.tsv
NO	07_后端/lingyi_service/tests/test_style_profit_api_postgresql.py
NO	03_需求与设计/02_开发计划/TASK-Z033B-01-PREP_候选池重建报告.md
NO	03_需求与设计/02_开发计划/task_z033b_01_candidate_pool.json
NO	03_需求与设计/02_开发计划/task_z033b_01_candidate_pool.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-01-PREP-FIX1_候选池修复报告.md
NO	03_需求与设计/02_开发计划/task_z033b_01_prep_fix1_result.json
NO	03_需求与设计/02_开发计划/task_z033b_01_prep_fix1_result.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-08-PREP_剩余候选刷新报告.md
NO	03_需求与设计/02_开发计划/task_z033b_08_refresh.json
NO	03_需求与设计/02_开发计划/task_z033b_08_refresh.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-15-PREP_剩余候选刷新报告.md
NO	03_需求与设计/02_开发计划/task_z033b_15_refresh.json
NO	03_需求与设计/02_开发计划/task_z033b_15_refresh.tsv
NO	07_后端/lingyi_service/tests/test_ci_postgresql_gate.py
NO	03_需求与设计/02_开发计划/TASK-Z033B-02-PREP_CAND001_边界冻结报告.md
NO	03_需求与设计/02_开发计划/task_z033b_02_cand001_boundary.json
NO	03_需求与设计/02_开发计划/task_z033b_02_cand001_boundary.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-03-IMPL_CAND001_单文件验证报告.md
NO	03_需求与设计/02_开发计划/task_z033b_03_cand001_result.json
NO	03_需求与设计/02_开发计划/task_z033b_03_cand001_result.tsv
NO	03_需求与设计/02_开发计划/task_z033b_03_cand001_stdout.txt
NO	03_需求与设计/02_开发计划/TASK-Z033B-04-LEDGER-CAND001_账本冻结报告.md
NO	03_需求与设计/02_开发计划/task_z033b_04_cand001_ledger_freeze.json
NO	03_需求与设计/02_开发计划/task_z033b_04_cand001_ledger.json
NO	03_需求与设计/02_开发计划/task_z033b_04_cand001_ledger.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-05-STAGE-CAND001_暂存结果报告.md
NO	03_需求与设计/02_开发计划/task_z033b_05_cand001_stage_result.json
NO	03_需求与设计/02_开发计划/task_z033b_05_cand001_stage_result.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-06-COMMIT-CAND001_提交结果报告.md
NO	03_需求与设计/02_开发计划/task_z033b_06_cand001_commit_result.json
NO	03_需求与设计/02_开发计划/task_z033b_06_cand001_commit_result.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-07-ARCHIVE-CAND001_归档确认报告.md
NO	03_需求与设计/02_开发计划/task_z033b_07_cand001_archive_result.json
NO	03_需求与设计/02_开发计划/task_z033b_07_cand001_archive_result.tsv
NO	07_后端/lingyi_service/tests/test_sales_inventory_enhanced.py
NO	03_需求与设计/02_开发计划/TASK-Z033B-09-PREP_CAND002_边界冻结报告.md
NO	03_需求与设计/02_开发计划/task_z033b_09_cand002_boundary.json
NO	03_需求与设计/02_开发计划/task_z033b_09_cand002_boundary.tsv
NO	03_需求与设计/02_开发计划/TASK-Z033B-10-IMPL_CAND002_单文件验证报告.md
NO	03_需求与设计/02_开发计划/task_z033b_10_cand002_result.json
NO	03_需求与设计/02_开发计划/task_z033b_10_cand002_result.tsv
NO	03_需求与设计/02_开发计划/task_z033b_10_cand002_stdout.txt
