field	value
task_id	TASK-Z023B-39-PREP-CAND005-FAILURE-DIAG
role	B Engineer
source_task_id	TASK-Z023B-38-IMPL-CAND005
selected_candidate_id	Z023-CAND-005
current_head	8ee67f9c24073a43530b0fd7ee95e4a88dcfb640
b38_result	FAIL
b38_pytest_summary	5 failed, 8 passed, 1 warning in 1.00s
failed_case_count	5
failed_cases	test_company_only_user_cannot_create_item_wage_rate; test_item_allowed_but_company_forbidden_returns_403; test_wage_rate_create_rejects_empty_company_for_item_rate; test_wage_rate_create_rejects_whitespace_company_for_item_rate; test_wage_rate_create_requires_company_for_item_specific_rate
dominant_actual_status_codes	422
dominant_error_codes	NO_APP_CODE_FASTAPI_SCHEMA_VALIDATION
schema_required_fields_relevant_to_failure	scenario_tag; idempotency_key; source_ref
current_test_payload_or_fixture_issue	Failed POST /api/workshop/wage-rates payloads omit required carrier fields and therefore fail body schema binding before permission or service branches.
failure_gate_or_branch	FastAPI/Pydantic body schema validation before permission/service/local wage gate
failure_classification	TEST_CONTRACT_UPDATE_ALLOWED
allowed_fix_files	07_后端/lingyi_service/tests/test_workshop_wage_permissions.py
forbidden_files	06_前端; 07_后端/lingyi_service/app; other tests; 工程师会话日志.md; Z015-Z022 artifacts; Z023-CAND-001/002/003/004 artifacts; Z023 candidate pool and B37/B38 artifacts; A/C records; GitHub/production configuration
recommended_next_task_id	TASK-Z023B-40-FIX-CAND005
recommended_next_command	.venv/bin/python -m pytest tests/test_workshop_wage_permissions.py -q
run_pytest_this_task	NO
allow_code_edit_next	target test only
workshop_source_dirty_for_candidate	NO
target_test_dirty_before_task	NO
