path	decision	reason
03_需求与设计/02_开发计划/TASK-Z028B-27-PREP_CAND004边界冻结报告.md	YES	B27 boundary report
03_需求与设计/02_开发计划/task_z028b_27_cand004_boundary.json	YES	B27 boundary json
03_需求与设计/02_开发计划/task_z028b_27_cand004_boundary.tsv	YES	B27 boundary tsv
03_需求与设计/02_开发计划/TASK-Z028B-28-IMPL_CAND004单文件验证报告.md	YES	B28 impl report
03_需求与设计/02_开发计划/task_z028b_28_cand004_result.json	YES	B28 result json
03_需求与设计/02_开发计划/task_z028b_28_cand004_result.tsv	YES	B28 result tsv
03_需求与设计/02_开发计划/task_z028b_28_cand004_stdout.txt	YES	B28 stdout
03_需求与设计/02_开发计划/TASK-Z028B-29-PREP-CAND004-FAILURE-DIAG_失败定位报告.md	YES	B29 failure report
03_需求与设计/02_开发计划/task_z028b_29_cand004_failure_boundary.json	YES	B29 failure boundary json
03_需求与设计/02_开发计划/task_z028b_29_cand004_failure_boundary.tsv	YES	B29 failure boundary tsv
03_需求与设计/02_开发计划/TASK-Z028B-30-FIX-CAND004_production_work_order_outbox修复报告.md	YES	B30 fix report
03_需求与设计/02_开发计划/task_z028b_30_cand004_fix_result.json	YES	B30 fix result json
03_需求与设计/02_开发计划/task_z028b_30_cand004_fix_result.tsv	YES	B30 fix result tsv
03_需求与设计/02_开发计划/task_z028b_30_cand004_fix_stdout.txt	YES	B30 fix stdout
03_需求与设计/02_开发计划/TASK-Z028B-31-PREP-CAND004-SECOND-FAILURE-DIAG_二次失败定位报告.md	YES	B31 second failure report
03_需求与设计/02_开发计划/task_z028b_31_cand004_second_failure_boundary.json	YES	B31 second failure boundary json
03_需求与设计/02_开发计划/task_z028b_31_cand004_second_failure_boundary.tsv	YES	B31 second failure boundary tsv
03_需求与设计/02_开发计划/TASK-Z028B-32-FIX-CAND004-SECOND_production_work_order_outbox二次修复报告.md	YES	B32 second fix report
03_需求与设计/02_开发计划/task_z028b_32_cand004_second_fix_result.json	YES	B32 second fix result json
03_需求与设计/02_开发计划/task_z028b_32_cand004_second_fix_result.tsv	YES	B32 second fix result tsv
03_需求与设计/02_开发计划/task_z028b_32_cand004_second_fix_stdout.txt	YES	B32 second fix stdout
03_需求与设计/02_开发计划/TASK-Z028B-33-LEDGER-CAND004_production_work_order_outbox提交候选账本报告.md	YES	B33 ledger report
03_需求与设计/02_开发计划/task_z028b_33_cand004_freeze.json	YES	B33 freeze json
03_需求与设计/02_开发计划/task_z028b_33_cand004_ledger.json	YES	B33 ledger json
03_需求与设计/02_开发计划/task_z028b_33_cand004_ledger.tsv	YES	B33 ledger tsv
07_后端/lingyi_service/tests/test_production_work_order_outbox.py	YES	Only allowed backend test file
00_交接与日志/HANDOVER_STATUS.md	NO	Historical dirty forbidden path
03_需求与设计/01_架构设计/架构师会话日志.md	NO	Historical dirty forbidden path
03_需求与设计/02_开发计划/工程师会话日志.md	NO	Historical dirty forbidden path
06_前端/lingyi-pc/src/views/cross_module/CrossModuleView.vue	NO	Historical dirty frontend path
06_前端/lingyi-pc/src/views/production/ProductionPlanList.vue	NO	Historical dirty frontend path
06_前端/lingyi-pc/src/views/quality/QualityInspectionDetail.vue	NO	Historical dirty frontend path
06_前端/lingyi-pc/src/views/quality/QualityInspectionList.vue	NO	Historical dirty frontend path
06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderDetail.vue	NO	Historical dirty frontend path
06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderList.vue	NO	Historical dirty frontend path
07_后端/lingyi_service/app/schemas/report.py	NO	Historical dirty backend app path
07_后端/lingyi_service/app/services/report_catalog_service.py	NO	Historical dirty backend app path
07_后端/lingyi_service/app/services/system_config_catalog_service.py	NO	Historical dirty backend app path
07_后端/lingyi_service/tests/test_bom_permissions.py	NO	Historical dirty unrelated test path
07_后端/lingyi_service/tests/test_logging_sanitization.py	NO	Historical dirty unrelated test path
07_后端/lingyi_service/tests/test_permission_governance_audit_export.py	NO	Historical dirty unrelated test path
07_后端/lingyi_service/tests/test_request_id_sanitization.py	NO	Historical dirty unrelated test path
07_后端/lingyi_service/tests/test_style_profit_api.py	NO	Historical dirty unrelated test path
07_后端/lingyi_service/tests/test_subcontract_company_permission.py	NO	Historical dirty unrelated test path
07_后端/lingyi_service/tests/test_workshop_permissions.py	NO	Historical dirty unrelated test path
03_需求与设计/02_开发计划/TASK-Z028B-01-PREP_Z028本地候选池冻结报告.md	NO	Z028 candidate pool
03_需求与设计/02_开发计划/task_z028b_01_candidate_pool.json	NO	Z028 candidate pool
03_需求与设计/02_开发计划/task_z028b_01_candidate_pool.tsv	NO	Z028 candidate pool
03_需求与设计/02_开发计划/TASK-Z028B-26-PREP_Z028剩余候选刷新报告.md	NO	B26 refresh
03_需求与设计/02_开发计划/task_z028b_26_remaining_refresh.json	NO	B26 refresh
03_需求与设计/02_开发计划/task_z028b_26_remaining_refresh.tsv	NO	B26 refresh
03_需求与设计/02_开发计划/TASK-Z028B-09-ARCHIVE-CAND001_factory_statement_confirm_cancel归档确认报告.md	NO	CAND001 archive
03_需求与设计/02_开发计划/task_z028b_09_cand001_archive_result.json	NO	CAND001 archive
03_需求与设计/02_开发计划/task_z028b_09_cand001_archive_result.tsv	NO	CAND001 archive
07_后端/lingyi_service/tests/test_factory_statement_confirm_cancel.py	NO	CAND001 backend test
03_需求与设计/02_开发计划/TASK-Z028B-18-ARCHIVE-CAND002_factory_statement_idempotency归档确认报告.md	NO	CAND002 archive
03_需求与设计/02_开发计划/task_z028b_18_cand002_archive_result.json	NO	CAND002 archive
03_需求与设计/02_开发计划/task_z028b_18_cand002_archive_result.tsv	NO	CAND002 archive
07_后端/lingyi_service/tests/test_factory_statement_idempotency.py	NO	CAND002 backend test
03_需求与设计/02_开发计划/TASK-Z028B-25-ARCHIVE-CAND003_quality_outbox证据归档确认报告.md	NO	CAND003 archive
03_需求与设计/02_开发计划/task_z028b_25_cand003_archive_result.json	NO	CAND003 archive
03_需求与设计/02_开发计划/task_z028b_25_cand003_archive_result.tsv	NO	CAND003 archive
07_后端/lingyi_service/tests/test_quality_outbox.py	NO	CAND003 backend test
07_后端/lingyi_service/app/services/quality_outbox_service.py	NO	CAND003 backend app source
07_后端/lingyi_service/app/services/quality_outbox_worker.py	NO	CAND003 backend app source
07_后端/lingyi_service/app/services/erpnext_quality_outbox_adapter.py	NO	CAND003 backend app source
07_后端/lingyi_service/app/models/quality.py	NO	CAND003 backend app source
07_后端/lingyi_service/app/models/quality_outbox.py	NO	CAND003 backend app source
07_后端/lingyi_service/app/schemas/quality_outbox.py	NO	CAND003 backend app source
07_后端/lingyi_service/tests/test_warehouse_stock_entry_worker.py	NO	CAND005 backend test
07_后端/lingyi_service/tests/test_warehouse_stock_entry_draft.py	NO	CAND005 backend test evidence
07_后端/lingyi_service/app/routers/warehouse.py	NO	CAND005 backend app source
07_后端/lingyi_service/app/services/warehouse_service.py	NO	CAND005 backend app source
07_后端/lingyi_service/app/services/erpnext_warehouse_adapter.py	NO	CAND005 backend app source
07_后端/lingyi_service/app/models/warehouse.py	NO	CAND005 backend app source
07_后端/lingyi_service/app/schemas/warehouse.py	NO	CAND005 backend app source
runtime/	NO	Runtime/cache excluded
cache/	NO	Runtime/cache excluded
.venv/	NO	Runtime/cache excluded
node_modules/	NO	Runtime/cache excluded
dist/	NO	Runtime/cache excluded
