field	value
task_id	TASK-Z028B-28-IMPL
candidate_id	Z028-CAND-004
source_task	TASK-Z028B-27-PREP
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_production_work_order_outbox.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	6 failed, 10 passed, 30 warnings in 1.11s
failed_cases_count	6
target_test_dirty_diff	false
cached_empty	true
historical_dirty_forbidden_staged	[]
fix_attempt	false
rerun_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
