entry_id	module_id	artifact_type	artifact_path	source_task_id	source_commit_hash	verification_status	missing_flag	stale_flag	notes
Z003-M01-report	Z003-M01	report	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z003B-03-IMPL_生产计划真实交互闭环最小真实实现与浏览器回归报告.md	TASK-Z003B-06	4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False
Z003-M01-evidence_json	Z003-M01	evidence_json	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z003b_03_production_plan_real_interaction_write_closure_evidence.json	TASK-Z003B-03-IMPL	4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False
Z003-M01-browser_json	Z003-M01	browser_json	/tmp/task_z003b03_browser_result.json	TASK-Z003B-03-IMPL	4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False
Z003-M01-regression_json	Z003-M01	regression_json	/tmp/task_z003b03_regression_api.json	TASK-Z003B-03-IMPL	4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False
Z003-M01-cleanup_or_zero_side_effect_json	Z003-M01	cleanup_or_zero_side_effect_json	/tmp/task_z003b03_cleanup.json	TASK-Z003B-03-IMPL	4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False
Z003-M01-screenshots_dir	Z003-M01	screenshots_dir	/tmp/task_z003b03_screenshots		4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False	png_count=3
Z003-M01-commit	Z003-M01	commit	4060768989ae08ee5e071c6d7b90e838dcac072c	TASK-Z003B-06	4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False
Z003-M01-ledger_source	Z003-M01	ledger_source	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z003b_04_commit_candidate_ledger.json	TASK-Z003B-04	4060768989ae08ee5e071c6d7b90e838dcac072c	VERIFIED	False	False
Z003-M02-report	Z003-M02	report	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z003B-09-IMPL_车间工票真实前端交互闭环最小实现与浏览器回归报告.md	TASK-Z003B-12	5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False
Z003-M02-evidence_json	Z003-M02	evidence_json	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z003b_09_workshop_ticket_frontend_interaction_write_closure_evidence.json	TASK-Z003B-09-IMPL	5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False
Z003-M02-browser_json	Z003-M02	browser_json	/tmp/task_z003b09_browser_result.json	TASK-Z003B-09-IMPL	5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False
Z003-M02-regression_json	Z003-M02	regression_json	/tmp/task_z003b09_regression_api.json	TASK-Z003B-09-IMPL	5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False
Z003-M02-cleanup_or_zero_side_effect_json	Z003-M02	cleanup_or_zero_side_effect_json	/tmp/task_z003b09_cleanup.json	TASK-Z003B-09-IMPL	5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False
Z003-M02-screenshots_dir	Z003-M02	screenshots_dir	/tmp/task_z003b09_screenshots		5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False	png_count=4
Z003-M02-commit	Z003-M02	commit	5aba61959654891a74a11369f7ee971c4d97e5f4	TASK-Z003B-12	5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False
Z003-M02-ledger_source	Z003-M02	ledger_source	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z003b_10_commit_candidate_ledger.json	TASK-Z003B-10	5aba61959654891a74a11369f7ee971c4d97e5f4	VERIFIED	False	False
Z003-M03-report	Z003-M03	report	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z003B-15-IMPL_质量检验真实前端交互闭环最小实现与浏览器回归报告.md	TASK-Z003B-18	4f921559e8e6d703c79c1d7e8b8a9c20a14f224d	VERIFIED	False	False
Z003-M03-evidence_json	Z003-M03	evidence_json	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z003b_15_quality_inspection_real_interaction_write_closure_evidence.json	TASK-Z003B-15-IMPL	4f921559e8e6d703c79c1d7e8b8a9c20a14f224d	VERIFIED	False	False
Z003-M03-browser_json	Z003-M03	browser_json	/tmp/task_z003b15_browser_result.json	TASK-Z003B-15-IMPL	4f921559e8e6d703c79c1d7e8b8a9c20a14f224d	VERIFIED	False	False
Z003-M03-regression_json	Z003-M03	regression_json	/tmp/task_z003b15_regression_api.json	TASK-Z003B-15-IMPL	4f921559e8e6d703c79c1d7e8b8a9c20a14f224d	VERIFIED	False	False
Z003-M03-cleanup_or_zero_side_effect_json	Z003-M03	cleanup_or_zero_side_effect_json	/tmp/task_z003b15_cleanup.json	TASK-Z003B-15-IMPL	4f921559e8e6d703c79c1d7e8b8a9c20a14f224d	VERIFIED	False	False
