field	value
task_id	TASK-Z030B-12-IMPL
source_task	TASK-Z030B-11-PREP
candidate_id	Z030-CAND-002
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_warehouse_finished_goods_inbound.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	3 failed, 2 passed, 1 warning in 1.04s
stdout_path	03_需求与设计/02_开发计划/task_z030b_12_cand002_stdout.txt
failed_cases	["test_create_finished_goods_draft_candidate_disabled_fail_closed","test_create_finished_goods_draft_fallback_mode","test_create_finished_goods_draft_strict_alloc"]
target_test_path	07_后端/lingyi_service/tests/test_warehouse_finished_goods_inbound.py
target_test_dirty_diff	false
cached_empty	true
diff_check_pass	true
fix_attempt	false
rerun_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
