path	decision	category	reason	exists
03_需求与设计/02_开发计划/TASK-Z025B-02-PREP_Z025候选001边界冻结报告.md	YES	cand001_evidence	CAND001 B02 boundary report evidence	true
03_需求与设计/02_开发计划/task_z025b_02_cand001_boundary.json	YES	cand001_evidence	CAND001 B02 boundary JSON evidence	true
03_需求与设计/02_开发计划/task_z025b_02_cand001_boundary.tsv	YES	cand001_evidence	CAND001 B02 boundary TSV evidence	true
03_需求与设计/02_开发计划/TASK-Z025B-03-IMPL_Z025候选001单文件验证报告.md	YES	cand001_evidence	CAND001 B03 validation report evidence	true
03_需求与设计/02_开发计划/task_z025b_03_cand001_result.json	YES	cand001_evidence	CAND001 B03 validation result JSON evidence	true
03_需求与设计/02_开发计划/task_z025b_03_cand001_result.tsv	YES	cand001_evidence	CAND001 B03 validation result TSV evidence	true
03_需求与设计/02_开发计划/task_z025b_03_cand001_stdout.txt	YES	cand001_evidence	CAND001 B03 pytest stdout evidence	true
03_需求与设计/02_开发计划/TASK-Z025B-04-LEDGER-CAND001_Z025候选001账本冻结报告.md	YES	cand001_ledger	CAND001 B04 ledger freeze report	true
03_需求与设计/02_开发计划/task_z025b_04_cand001_freeze.json	YES	cand001_ledger	CAND001 B04 freeze JSON	true
03_需求与设计/02_开发计划/task_z025b_04_cand001_ledger.json	YES	cand001_ledger	CAND001 B04 ledger JSON	true
03_需求与设计/02_开发计划/task_z025b_04_cand001_ledger.tsv	YES	cand001_ledger	CAND001 B04 ledger TSV	true
06_前端	NO	frontend_scope	Frontend scope is forbidden for this evidence-only candidate	n/a
07_后端	NO	backend_scope	Backend source/test paths are forbidden in evidence-only ledger YES	n/a
07_后端/lingyi_service/tests/test_permission_service.py	NO	backend_test_readonly	Target test was executed only and not modified; evidence-only YES excludes backend paths	n/a
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared_engineer_log	Shared engineer log is forbidden	n/a
03_需求与设计/02_开发计划/task_z025b_01_candidate_pool.json	NO	z025_candidate_pool	Z025 candidate pool is frozen prior artifact and not CAND001 evidence YES	n/a
03_需求与设计/02_开发计划/task_z025b_01_candidate_pool.tsv	NO	z025_candidate_pool	Z025 candidate pool TSV is frozen prior artifact and not CAND001 evidence YES	n/a
03_需求与设计/02_开发计划/TASK-Z025B-01-PREP_Z025本地候选池重建报告.md	NO	z025_candidate_pool	Z025 candidate pool report is frozen prior artifact and not CAND001 evidence YES	n/a
Z025-CAND-002	NO	future_candidate_scope	Future Z025 candidate scope is forbidden	n/a
Z025-CAND-003	NO	future_candidate_scope	Future Z025 candidate scope is forbidden	n/a
Z025-CAND-004	NO	future_candidate_scope	Future Z025 candidate scope is forbidden	n/a
Z025-CAND-005	NO	future_candidate_scope	Future Z025 candidate scope is forbidden	n/a
Z015-Z024 artifacts	NO	prior_candidate_artifacts	Z015-Z024 frozen/committed/archived artifacts are forbidden	n/a
.pytest_cache	NO	cache	Local pytest cache is forbidden	n/a
07_后端/lingyi_service/.pytest_cache	NO	cache	Backend pytest cache is forbidden	n/a
.venv	NO	dependency_runtime	Virtual environment is forbidden	n/a
07_后端/lingyi_service/.venv	NO	dependency_runtime	Backend virtual environment is forbidden	n/a
dist	NO	build_artifact	Build outputs are forbidden	n/a
node_modules	NO	dependency_runtime	Node dependencies are forbidden	n/a
03_需求与设计/01_架构设计/架构师会话日志.md	NO	architect_log	Architect log is forbidden	n/a
C audit records	NO	audit_records	C audit records are forbidden	n/a
.github	NO	github_config	GitHub configuration is forbidden	n/a
.env	NO	production_config	Environment and production configuration are forbidden	n/a
