field	value
cycle_id	Z033
candidate_id	Z033-CAND-005
evidence_only	true
source_chain	B29 boundary -> B30 PASS -> B31 ledger
current_head	30d1b457851c299624b2f379fb5d7e87e43e6005
pytest_summary	5 passed, 1 warning in 0.38s
target_test	07_后端/lingyi_service/tests/test_style_profit_snapshot_idempotency.py
target_test_dirty_diff	false
archived_candidates	Z033-CAND-001,Z033-CAND-002,Z033-CAND-003,Z033-CAND-004
cand003_skipped_only_evidence	true
cand003_actual_passed_count	0
cand003_skipped_count	4
ledger_total	146
ledger_yes_count	11
ledger_no_count	135
yes_no_intersection	[]
backend_yes_paths	[]
frontend_yes_paths	[]
backend_app_yes_paths	[]
historical_dirty_forbidden_in_yes	[]
ignored_yes_paths	[]
target_test_in_yes	false
target_test_in_no	true
stage	false
commit	false
push	false
tag	false
PR	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
next_task	TASK-Z033B-32-STAGE-CAND005
run_this_task	false
