path	decision	category	reason
03_需求与设计/02_开发计划/TASK-Z022B-43-PREP-CAND005_Z022候选005边界冻结报告.md	YES	cand005_boundary_report	CAND005 B43 boundary evidence
03_需求与设计/02_开发计划/task_z022b_43_cand005_boundary.json	YES	cand005_boundary_json	CAND005 B43 boundary evidence
03_需求与设计/02_开发计划/task_z022b_43_cand005_boundary.tsv	YES	cand005_boundary_tsv	CAND005 B43 boundary evidence
03_需求与设计/02_开发计划/TASK-Z022B-44-IMPL-CAND005_Z022候选005单文件验证报告.md	YES	cand005_initial_impl_report	CAND005 B44 initial readonly pytest evidence
03_需求与设计/02_开发计划/task_z022b_44_cand005_result.json	YES	cand005_initial_impl_json	CAND005 B44 initial readonly pytest evidence
03_需求与设计/02_开发计划/task_z022b_44_cand005_result.tsv	YES	cand005_initial_impl_tsv	CAND005 B44 initial readonly pytest evidence
03_需求与设计/02_开发计划/task_z022b_44_cand005_stdout.txt	YES	cand005_initial_impl_stdout	CAND005 B44 initial readonly pytest stdout
03_需求与设计/02_开发计划/TASK-Z022B-45-PREP-CAND005-FAILURE-DIAG_Z022候选005失败定位报告.md	YES	cand005_failure_diag_report	CAND005 B45 failure classification evidence
03_需求与设计/02_开发计划/task_z022b_45_cand005_failure_diag_boundary.json	YES	cand005_failure_diag_json	CAND005 B45 failure classification evidence
03_需求与设计/02_开发计划/task_z022b_45_cand005_failure_diag_boundary.tsv	YES	cand005_failure_diag_tsv	CAND005 B45 failure classification evidence
03_需求与设计/02_开发计划/TASK-Z022B-46-FIX-CAND005-SCHEMA-FIELDS_Z022候选005schema字段修复报告.md	YES	cand005_fix_report	CAND005 B46 allowed test contract fix evidence
03_需求与设计/02_开发计划/task_z022b_46_cand005_schema_fields_fix_result.json	YES	cand005_fix_json	CAND005 B46 allowed test contract fix evidence
03_需求与设计/02_开发计划/task_z022b_46_cand005_schema_fields_fix_result.tsv	YES	cand005_fix_tsv	CAND005 B46 allowed test contract fix evidence
03_需求与设计/02_开发计划/task_z022b_46_cand005_schema_fields_fix_stdout.txt	YES	cand005_fix_stdout	CAND005 B46 allowed test contract fix stdout
03_需求与设计/02_开发计划/TASK-Z022B-47-LEDGER-CAND005-SCHEMA-FIELDS_Z022候选005提交候选账本报告.md	YES	cand005_ledger_report	CAND005 B47 ledger freeze evidence
03_需求与设计/02_开发计划/task_z022b_47_cand005_schema_fields_freeze.json	YES	cand005_freeze_json	CAND005 B47 freeze summary
03_需求与设计/02_开发计划/task_z022b_47_cand005_commit_candidate_ledger.json	YES	cand005_ledger_json	CAND005 B47 commit candidate ledger
03_需求与设计/02_开发计划/task_z022b_47_cand005_commit_candidate_ledger.tsv	YES	cand005_ledger_tsv	CAND005 B47 commit candidate ledger
07_后端/lingyi_service/tests/test_quality_cancel_baseline.py	YES	allowed_backend_test_contract_fix	Only allowed backend test file changed for CAND005
06_前端	NO	frontend_excluded	CAND005 YES must not include frontend files
07_后端/lingyi_service/app	NO	backend_app_excluded	Business source and backend app changes are outside CAND005 ledger scope
07_后端/lingyi_service/tests/test_quality_create_baseline.py	NO	other_test_excluded	CAND001 test file excluded from CAND005 ledger
07_后端/lingyi_service/tests/test_quality_update_baseline.py	NO	other_test_excluded	CAND002 test file excluded from CAND005 ledger
07_后端/lingyi_service/tests/test_quality_defect_baseline.py	NO	other_test_excluded	CAND003 test file excluded from CAND005 ledger
07_后端/lingyi_service/tests/test_quality_confirm_baseline.py	NO	other_test_excluded	CAND004 test file excluded from CAND005 ledger
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared_log_excluded	Shared engineer log must not enter CAND005 YES
03_需求与设计/02_开发计划/*CAND001*	NO	prior_candidate_artifacts_excluded	CAND001 artifacts excluded from CAND005 ledger
03_需求与设计/02_开发计划/*CAND002*	NO	prior_candidate_artifacts_excluded	CAND002 artifacts excluded from CAND005 ledger
03_需求与设计/02_开发计划/*CAND003*	NO	prior_candidate_artifacts_excluded	CAND003 artifacts excluded from CAND005 ledger
03_需求与设计/02_开发计划/*CAND004*	NO	prior_candidate_artifacts_excluded	CAND004 artifacts excluded from CAND005 ledger
.pytest_cache	NO	cache_excluded	Pytest cache excluded
07_后端/lingyi_service/.venv	NO	venv_excluded	Virtual environment excluded
dist	NO	build_artifact_excluded	Distribution build artifacts excluded
node_modules	NO	dependency_tree_excluded	Dependency tree excluded
runtime-cache-and-local-temp-files	NO	runtime_excluded	Local runtime, cache, and temporary files excluded
00_交接与日志/HANDOVER_STATUS.md	NO	non_candidate_control_plane_excluded	Non-candidate control-plane file excluded
03_需求与设计/01_架构设计/架构师会话日志.md	NO	non_candidate_control_plane_excluded	Architect log excluded
