field	value
task_id	TASK-Z024B-25-PREP
role	B Engineer
source_task_id	TASK-Z024B-24-PREP
selected_candidate_id	Z024-CAND-004
candidate_original_fields_copied	YES
module	sales_inventory
route_or_area	app.routers.sales_inventory date guards; tests/test_sales_inventory_permission.py
source_evidence_exists	YES
recommended_command	.venv/bin/python -m pytest tests/test_sales_inventory_permission.py -q
recommended_command_target_exists	YES
target_test_in_dirty_diff	NO
recommended_next_task_id	TASK-Z024B-26-IMPL
run_this_task	NO
git_diff_cached_name_only	[]
git_diff_check	PASS
