field	value
task_id	TASK-Z028B-03-IMPL
candidate_id	Z028-CAND-001
source_task	TASK-Z028B-02-PREP
workdir	/Users/hh/Desktop/领意服装管理系统/07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_factory_statement_confirm_cancel.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	2 failed, 5 warnings in 1.12s
failed_cases	FactoryStatementConfirmCancelTest::test_cancel_allowed_when_only_failed_or_dead_outbox_exists; FactoryStatementConfirmCancelTest::test_cancel_blocked_when_pending_payable_outbox_exists
target_test_dirty_diff	false
cached_empty	true
fix_attempt	false
rerun_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
