field	value
task_id	TASK-Z032B-38-FIX-CAND004
role	B Engineer
source_task	TASK-Z032B-37-PREP-CAND004-FAILURE-DIAG
candidate_id	Z032-CAND-004
current_head	aedc2d39cca4d065a028ce42e325de17490d95b6
allowed_fix_file	07_后端/lingyi_service/tests/test_workshop_job_card_sync.py
changed_files	07_后端/lingyi_service/tests/test_workshop_job_card_sync.py
workdir	07_后端/lingyi_service
exact_command	.venv/bin/python -m pytest tests/test_workshop_job_card_sync.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	3 failed, 1 passed, 31 warnings in 1.01s
stdout_path	03_需求与设计/02_开发计划/task_z032b_38_cand004_fix_stdout.txt
target_test_dirty_diff	true
register_payload_header_contract_addressed	true
business_200_assertions_preserved	true
assertions_weakened	false
skip_xfail_deleted_cases	false
backend_app_changed	false
frontend_changed	false
unrelated_tests_changed	false
continued_after_fail	false
rerun_performed	false
cached_empty	true
diff_check_pass	true
stage	false
commit	false
push	false
tag	false
pr	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
b38_artifacts_staged	false
