field	value
candidate_id	Z033-CAND-004
source_task	TASK-Z033B-23-PREP
current_head	1433e6721f3cf917b61484ae7fa9b55a36efcd6a
exact_workdir	07_后端/lingyi_service
exact_command	.venv/bin/python -m pytest tests/test_style_profit_api_source_adapter.py -q
command_run_count	1
exit_code	0
result	PASS
pytest_summary	9 passed, 1 warning in 0.43s
stdout_path	03_需求与设计/02_开发计划/task_z033b_24_cand004_stdout.txt
target_test	07_后端/lingyi_service/tests/test_style_profit_api_source_adapter.py
target_test_dirty_diff_before	false
target_test_dirty_diff_after	false
fix_attempt	false
rerun_performed	false
continued_after_fail	false
cand003_skipped_only_risk_retained	true
cached_empty_before	true
cached_empty_after	true
diff_check_pass_before	true
diff_check_pass_after	true
stage	false
commit	false
push	false
tag	false
PR	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
