field	value
task_id	TASK-Z030B-34-FIX-CAND004
source_task	TASK-Z030B-33-PREP-CAND004-FAILURE-DIAG
candidate_id	Z030-CAND-004
current_head	d892457a8612122c70ef96e851f72e418baa37b9
allowed_fix_file	07_后端/lingyi_service/tests/test_subcontract_receive_outbox.py
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_subcontract_receive_outbox.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	2 failed, 13 passed, 41 warnings in 1.15s
stdout_path	03_需求与设计/02_开发计划/task_z030b_34_cand004_fix_stdout.txt
payload_carrier_contract_addressed	true
business_status_assertions_preserved	true
assertions_weakened	false
skip_xfail_deleted_cases	false
failed_cases_count	2
failed_cases	test_receive_creates_receipt_rows_and_pending_outbox;test_receive_returns_outbox_without_fake_stock_entry_name
cached_empty	true
git_diff_check_pass	true
rerun_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
