field	value
task_id	TASK-Z030B-32-IMPL
source_task	TASK-Z030B-31-PREP
candidate_id	Z030-CAND-004
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_subcontract_receive_outbox.py -q
command_run_count	1
exit_code	1
result	FAIL
pytest_summary	13 failed, 2 passed, 1 warning in 1.21s
stdout_path	03_需求与设计/02_开发计划/task_z030b_32_cand004_stdout.txt
target_test_path	07_后端/lingyi_service/tests/test_subcontract_receive_outbox.py
target_test_dirty_diff	false
cached_empty	true
git_diff_check	PASS
failed_cases_count	13
fix_attempt	false
rerun_performed	false
pytest_performed	true
other_pytest_performed	false
npm_performed	false
browser_performed	false
build_performed	false
typecheck_performed	false
verify_performed	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
cleanup_reset_checkout_stash_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
