field	value
TASK_ID	TASK-YISUAN-REALOBJ-B018-PREP-CAND003
HEAD	556c7ac1212e5d7b728d710f9f906983cb29aa31
branch	codex/sprint4-seal
cached_count	0
HEAD_tag_count	0
git_diff_check	PASS
selected_candidate	REALOBJ-CAND-003
module_scope	大货销售订单与生产计划本地真实对象闭环
covered_contract_ids	["A002","A006"]
covered_routes	["/sales-inventory/sales-orders","/sales-inventory/sales-orders/detail","/production/plans"]
route_source_locations	{"/sales-inventory/sales-orders":"06_前端/lingyi-pc/src/router/index.ts:162-164","/sales-inventory/sales-orders/detail":"06_前端/lingyi-pc/src/router/index.ts:168-170","/production/plans":"06_前端/lingyi-pc/src/router/index.ts:51-53"}
allowed_frontend_files	["06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderList.vue","06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderDetail.vue","06_前端/lingyi-pc/src/views/production/ProductionPlanList.vue"]
allowed_frontend_files_exist	true
allowed_frontend_files_clean	true
allowed_backend_support_files	["07_后端/lingyi_service/app/local_dev.py"]
allowed_backend_support_files_exist	true
allowed_backend_support_files_clean	true
local_object_model	["local_sales_order_header","local_sales_order_quantity_matrix","local_production_plan_header"]
local_dev_endpoint_plan	["GET /local-dev/sales-orders?scenario_tag=<tag>","POST /local-dev/sales-orders (test_data only)","PATCH /local-dev/sales-orders/:id (test_data only)","GET /local-dev/production-plans?scenario_tag=<tag>","POST /local-dev/production-plans/:id/rollback"]
sqlite_storage_plan	["local_sales_order_header","local_sales_order_line_matrix","local_production_plan"]
scenario_tag_strategy	order/plan write loop isolated by scenario_tag; readback snapshot must carry source+scenario_tag
create_update_readback_cancel_or_rollback_flow	create order->update matrix->plan readback->rollback all scenario rows
rollback_zero_residual_requirement	mandatory
frozen_write_loop_boundary	scenario_tag_required=true;test_data_used=true;seed_data_used=false;create_update=true;sales_order_draft_flow=true;quantity_matrix_flow=true;production_plan_draft_flow=true;readback_flow=true;cancel_or_rollback_flow=true;zero_residual_required=true;forbidden_production_paths=true;forbidden_real_account=true
frozen_evidence_requirement	routes_http_200=/sales-inventory/sales-orders|/sales-inventory/sales-orders/detail|/production/plans;screenshots=1440x1200;local_dev_write_only=true;create_update_success=true;local_object_id_created=true;sales_order_readback_success=true;quantity_matrix_readback_success=true;production_plan_readback_success=true;cancel_or_rollback_success=true;zero_residual=true;scenario_tag_present=true;production_write_requests=0;erpnext_production_write_requests=0;real_production_account_used=false;typecheck_exit_code=0;dev_server_started_stopped=true;local_dev_server_started_stopped=true
tracked_dirty_count	16
frontend_dirty_count	3
backend_or_test_dirty_count	10
log_control_dirty_count	3
dirty_intersections	[]
unknown_dirty	[]
must_block_before_continue	[]
implementation_allowed	true
next_task	TASK-YISUAN-REALOBJ-B019-IMPL-CAND003
data_boundary	data_classification=local_real_object_test_data_only;test_data_used=true;scenario_tag_required=true;rollback_required=true;zero_residual_required=true;seed_data_used=false;sqlite_not_formal_database=true;sqlite_direct_reuse_for_production_forbidden=true;real_inventory_finance_production_records_migrated=false;real_stock_in_out_records_migrated=false
production_safety_boundary	erpnext_production_connected=false;real_production_account_used=false;production_readback=false;go_live=false;project_completion=false;remote_lifecycle_parked=true
prohibited_actions_confirmation	no_code_change=true;no_verify_run=true;no_sqlite_write=true;no_object_create=true;no_stage_commit=true;no_push_release=true;no_reset_restore_clean_delete=true;no_prod_connect=true
residual_risk	历史 dirty/untracked 噪声较多，后续实现与暂存需继续严格 freeze 边界
NEXT_ROLE	C Auditor
