field	value
task_id	TASK-Z028B-13-PREP-CAND002-FAILURE-DIAG
candidate_id	Z028-CAND-002
source_boundary_task	TASK-Z028B-11-PREP
source_impl_task	TASK-Z028B-12-IMPL
failed_summary	5 failed, 7 passed, 29 warnings in 1.18s
failed_cases	["test_cancel_same_key_different_payload_conflict","test_cancel_same_key_same_hash_replays_same_operation","test_confirm_concurrent_same_idempotency_key_replays_without_duplicate_operation","test_confirm_same_key_different_payload_conflict","test_confirm_same_key_same_hash_replays_same_operation"]
observed_statuses	[409,409,409,409,409]
expected_statuses	[200,200,200,200,200]
failure_pattern	confirm/cancel operation payloads miss current scenario_tag/carrier contract and return 409 before old 200 branches
source_evidence_missing	[]
historical_dirty_forbidden_staged	[]
target_test_dirty_diff	false
cached_empty	true
git_diff_check	PASS
classification	TEST_CONTRACT_UPDATE_ALLOWED
allowed_fix_file	07_后端/lingyi_service/tests/test_factory_statement_idempotency.py
next_task	TASK-Z028B-14-FIX-CAND002
run_this_task	false
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
