field	value
task_id	TASK-Z042B-13-LEDGER-CAND002
candidate_id	Z042-CAND-002
evidence_only	false
source_chain	B10 -> B11 -> B11-FIX1 -> B12 -> B12-FIX1 -> B13
ledger_total	40
yes_count	28
no_count	12
yes_no_intersection	[]
all_yes_files_exist	true
ignored_yes_paths	[]
frontend_yes_paths	06_前端/lingyi-pc/src/router/index.ts;06_前端/lingyi-pc/src/api/report.ts
forbidden_paths_in_yes	[]
report_catalog_touched	false
routes_passed	true
final_catalog_route	true
screenshots_in_yes	true
runtime_evidence_in_yes	true
anchors_observed_count	8
guarded_controls_covered	true
auth_401_count	25
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
write_request_success_observed	false
write_request_success_allowed	false
typecheck_exit_code	0
risk_fields_preserved	{"current_task":{"candidate_id":"Z042-CAND-002","b11_auth_401_count_baseline":25,"regression_auth_401_count_observed":25,"runtime_readonly_fallback_risk":true,"write_requests_observed_count":0,"write_request_success_observed":false,"write_request_success_allowed":false,"guarded_readonly_not_write_success":true},"previous_candidate":{"candidate_id":"Z042-CAND-001","readonly_fallback_risk":{"auth_401_count":6,"runtime_readonly_fallback_risk":true}},"prior_fallback_risks":["Z041 readonly fallback risk","Z040 readonly fallback risk","Z039 readonly fallback risk","Z038 readonly fallback risks"],"process_risks":["B28 shell_wrapper_anomaly","Z033 skipped_only","Z035 screenshot_missing_risk"],"lifecycle_gates":{"remote_lifecycle_parked":true,"push_tag_pr_release":false,"production_readback":false,"go_live":false,"project_completion":false}}
cached_empty	true
head_tag_empty	true
worktree_check_pass	true
stage_performed	false
commit_performed	false
remote_lifecycle_released	false
next_task	TASK-Z042B-14-STAGE-CAND002
