field	value
status	READY_FOR_REVIEW
task_id	TASK-Z037B-26-PREP
role	B Engineer
cycle_id	Z037
candidate_id	Z037-CAND-004
title	权限治理菜单与审计只读可见流
source_task	TASK-Z037B-25-PREP
head	1faa7542aed9c790a889af99934e4d2161f60cd0
cached_empty	true
head_tag_empty	true
worktree_check_pass	true
route	/permissions/governance
read_only	true
backend_allowed	false
expected_allowed_file_scope	06_前端/lingyi-pc/src/views/system/PermissionGovernance.vue;06_前端/lingyi-pc/src/api/permission_governance.ts
allowed_files_exist	true
allowed_files_dirty	false
forbidden_system_management_excluded	true
route_located	true
route_static_check	06_前端/lingyi-pc/src/router/index.ts:/permissions/governance->PermissionGovernance->PermissionGovernance.vue
anchors_required	permission-governance-page;permission-governance-readonly-status;action-catalog-section;action-catalog-table;menu-management-section;menu-management-table;permission-audit-section;permission-governance-write-guard
source_static_anchors_to_standardize_in_b27	permission-governance-write-guard
write_entries_guard_required	菜单新增;菜单编辑;菜单删除;安全审计导出;操作审计导出
b27_screenshot_required	true
b27_runtime_dom_anchors_required	true
b27_guarded_state_required	true
b27_write_request_observation_required	true
b27_pure_static_fallback_allowed	false
intersections_with_historical_dirty	[]
intersections_with_log_control_dirty	[]
intersections_with_residual_artifacts	[]
intersections_with_z035_z036_committed_product_paths	[]
unknown_dirty	[]
must_block_before_continue	[]
remote_lifecycle_parked	true
current_prior_readonly_fallback_risks	preserved
guarded_readonly_not_write_success	true
b28_shell_wrapper_anomaly	preserved
z033_skipped_only	preserved
z035_screenshot_missing_risk	preserved
next_task	TASK-Z037B-27-IMPL
run_this_task	false
