field	value
task_id	TASK-Z039B-05-LEDGER-CAND001
candidate_id	Z039-CAND-001
evidence_only	false
source_chain	TASK-Z039B-02-PREP -> TASK-Z039B-03-IMPL -> TASK-Z039B-04-REGRESSION -> TASK-Z039B-05-LEDGER
ledger_total	29
yes_count	19
no_count	10
yes_no_intersection	[]
frontend_yes_paths	06_前端/lingyi-pc/src/router/index.ts;06_前端/lingyi-pc/src/api/report.ts
report_catalog_in_yes	false
yes_files_exist	true
ignored_yes_paths	[]
parity_routes_status	PASS
final_catalog_route_status	PASS
screenshots_in_yes	04_测试与验收/测试证据/z039_cand001_report_parity_readonly/report_parity_runtime_fullpage.png PNG 1440x2843;04_测试与验收/测试证据/z039_cand001_report_parity_readonly_regression/report_parity_regression_fullpage.png PNG 1440x2791
runtime_evidence_in_yes	04_测试与验收/测试证据/z039_cand001_report_parity_readonly/report_parity_runtime_dom_guard_network.json;04_测试与验收/测试证据/z039_cand001_report_parity_readonly_regression/report_parity_regression_dom_guard_network.json
anchors_observed	8/8
guarded_write_controls	guarded:readonly-report-export;guarded:report-finance-download-readonly;guarded:report-collaboration-download-readonly;guarded:report-detail-export-readonly;dataReadonlyBoundary=true;dataWriteRequestSuccessAllowed=false
auth_401_count	33
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
write_request_success_observed	false
write_request_success_allowed	false
typecheck_exit_code	0
read_only_boundary_preserved	true
real_write_action_added	false
backend_api_added	false
next_task	TASK-Z039B-06-STAGE-CAND001
run_this_task	false
remote_lifecycle_parked	true
