field	value
task_id	TASK-Z037B-20-REGRESSION-CAND003
source_task	TASK-Z037B-19-IMPL
candidate_id	Z037-CAND-003
head	9092e5fcf0ef6b18c4d8e62344fd1f663a7a020d
code_modified_in_this_task	false
changed_files_observed	06_前端/lingyi-pc/src/views/sales_inventory/SalesInventoryReferenceList.vue
api_file_forced_into_changed_files	false
forbidden_sales_order_and_stock_ledger_touched	false
routes_verified	/sales-inventory/references PASS; /foundation/customer parity PASS
screenshot	04_测试与验收/测试证据/z037_cand003_sales_inventory_references_readonly_flow_regression/sales_inventory_references_regression_fullpage.png
anchors_observed	8/8
guarded_write_controls	客户详情; 仓库详情; 基础资料同步; 导出
typecheck_command	npm run typecheck
typecheck_exit_code	0
auth_401_count	1
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
read_only_boundary_preserved	true
real_write_action_added	false
backend_api_added	false
prior_readonly_fallback_risks_preserved	true
guarded_readonly_not_write_success	true
B28_shell_wrapper_anomaly_preserved	true
Z033_skipped_only_risk_preserved	true
Z035_screenshot_missing_risk	true
next_task	TASK-Z037B-21-LEDGER-CAND003
run_this_task	false
