field	value
task_id	TASK-Z036B-37-LEDGER-CAND005
candidate_id	Z036-CAND-005
evidence_only	false
ledger_total	68
yes_count	24
no_count	44
yes_no_intersection	[]
frontend_yes_paths	06_前端/lingyi-pc/src/views/system/SystemManagement.vue
backend_yes_paths
ignored_yes_paths
screenshots_in_yes	04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow/system_management_runtime_fullpage.png;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow_regression/system_management_regression_fullpage.png
runtime_evidence_in_yes	04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow/runtime_evidence.json;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow/dom_anchors.json;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow/guarded_controls.json;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow/network_console_observation.json;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow_regression/runtime_regression_evidence.json;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow_regression/dom_anchors_regression.json;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow_regression/guarded_controls_regression.json;04_测试与验收/测试证据/z036_cand005_system_management_readonly_flow_regression/network_console_regression.json
forbidden_paths_in_yes
auth_401_count	1
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
read_only_boundary_preserved	true
real_write_action_added	false
backend_api_added	false
next_task	TASK-Z036B-38-STAGE-CAND005
run_this_task	false
