field	value
task_id	TASK-Z026B-44-FIX-CAND005
role	B Engineer
source_task	TASK-Z026B-43-PREP-CAND005-FAILURE-DIAG
selected_candidate	Z026-CAND-005
current_head	b1e6f81edd168fc45cf8f7b6392f63119ce8e481
fixed_file	07_后端/lingyi_service/tests/test_warehouse_inventory_count.py
failure_classification	TEST_CONTRACT_UPDATE_ALLOWED
schema_payload_contract_fixed	PARTIAL_422_SCHEMA_PAYLOAD_DRIFT_RESOLVED
assertions_weakened	NO
skip_xfail_deleted_cases	NO
workdir	07_后端/lingyi_service
command	.venv/bin/python -m pytest tests/test_warehouse_inventory_count.py -q
command_run_count	1
exit_code	1
pytest_summary	1 failed, 9 passed, 1 warning in 1.10s
result	FAIL
stdout_log	03_需求与设计/02_开发计划/task_z026b_44_cand005_fix_stdout.txt
remaining_failed_cases	tests/test_warehouse_inventory_count.py::WarehouseInventoryCountApiTest::test_cancel_and_repeat_cancel actual=409 WAREHOUSE_IDEMPOTENCY_CONFLICT expected=200 message=scenario_tag carrier missing or invalid
changed_files	["07_后端/lingyi_service/tests/test_warehouse_inventory_count.py"]
git_diff_cached_name_only	[]
git_diff_check	PASS
backend_app_edits	NO
frontend_edits	NO
unrelated_tests_edits	NO
tests_build_typecheck_npm_browser_beyond_allowed_command	NO
stage_commit_push_tag_pr_release	NO
reset_checkout_stash_cleanup	NO
production_readback_go_live_project_completion	NO
