field	value
task_id	TASK-Z031B-29-PREP
role	B Engineer
source_task	TASK-Z031B-28-PREP
current_head	0f783aa3b3f9a2cdc467c504840aa6caed55a56c
cached_empty	true
git_diff_check_pass	true
b28_selected_candidate	Z031-CAND-004
b28_next_task	TASK-Z031B-29-PREP
candidate_id	Z031-CAND-004
frozen_workdir	07_后端/lingyi_service
frozen_command	.venv/bin/python -m pytest tests/test_subcontract_inspection.py -q
target_test	07_后端/lingyi_service/tests/test_subcontract_inspection.py
target_test_exists	true
target_test_dirty_diff	false
source_evidence_missing	[]
historical_dirty_forbidden_staged	[]
next_task	TASK-Z031B-30-IMPL
run_this_task	false
stage	false
commit	false
push	false
tag	false
pr	false
release	false
remote_lifecycle_parked	true
production_readback	false
go_live	false
project_completion	false
b29_artifacts_staged	false
