field	value
task_id	TASK-Z043B-11-IMPL
head	e584624d9dee99c951de901b7864b0982db47a99
branch	codex/sprint4-seal
changed_files	06_前端/lingyi-pc/src/router/index.ts,06_前端/lingyi-pc/src/api/report.ts
allowed_files_only	true
report_catalog_vue_touched	false
routes_checked	/financial/financialReport/customerReconciliationReport,/financial/financialProcess,/finance/bank-flow,/reportManage/collaborationReport/factoryProductStockReport,/reports/catalog
route_http_statuses	{"/financial/financialReport/customerReconciliationReport":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/financial/financialProcess":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/finance/bank-flow":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/reportManage/collaborationReport/factoryProductStockReport":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true},"/reports/catalog":{"http_status":200,"final_path":"/reports/catalog","final_catalog_route":true,"z043_visible":true}}
screenshot_path	04_测试与验收/测试证据/z043_cand002_report_parity_export_eligibility/reports_catalog_z043_export_eligibility.png
screenshot_png_dimensions	1440x1200
anchors_observed_count	8
anchors_all_observed	true
guarded_entries_covered	[{"entry":"报表导出","observed":true,"readonly":true},{"entry":"财务下载","observed":true,"readonly":true},{"entry":"协同下载","observed":true,"readonly":true},{"entry":"明细导出","observed":true,"readonly":true}]
auth_401_count	30
runtime_readonly_fallback_risk	true
write_requests_observed_count	0
write_request_success_observed	false
write_request_success_allowed	false
typecheck_command	npm run typecheck
typecheck_workdir	06_前端/lingyi-pc
typecheck_exit_code	0
backend_api_added	false
real_write_action_added	false
read_only_boundary_preserved	true
cached_empty	true
head_tag_empty	true
worktree_check_pass	true
stage_performed	false
commit_performed	false
remote_lifecycle_released	false
risk_fields_preserved	{"current_task":{"candidate_id":"Z043-CAND-002","auth_401_count":30,"runtime_readonly_fallback_risk":true,"write_requests_observed_count":0,"write_request_success_observed":false,"write_request_success_allowed":false,"guarded_readonly_not_write_success":true},"previous_candidate":{"Z043-CAND-001 readonly fallback risk":"B03/B04 auth_401_count=2/2","non_allowlisted_evidence_summary_excluded":["04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry/runtime_summary.json","04_测试与验收/测试证据/z043_cand001_global_operation_trace_evidence_entry_regression/runtime_summary.json"]},"prior_fallback_risks":["Z042 CAND005 auth_401_count=4/3","Z042 CAND004 auth_401_count=1","Z042 CAND003 auth_401_count=1","Z042 CAND002 auth_401_count=25","Z042 CAND001 auth_401_count=6","Z041 readonly fallback risk","Z040 readonly fallback risk","Z039 readonly fallback risk","Z038 readonly fallback risks"],"process_risks":["B28 shell_wrapper_anomaly","Z033 skipped_only","Z035 screenshot_missing_risk"],"lifecycle_gates":{"remote_lifecycle_parked":true,"push_tag_pr_release":false,"production_readback":false,"go_live":false,"project_completion":false}}
next_task	TASK-Z043B-12-REGRESSION-CAND002
changed_files_only_allowed_files	true
