field	value
task_id	TASK-Z046B-03-IMPL
status	PASS
head	62d7bb349204e4101afe4ad2ac242e4ffcac7301
branch	codex/sprint4-seal
changed_files	06_前端/lingyi-pc/src/views/reports/ReportCatalog.vue;06_前端/lingyi-pc/src/router/index.ts
allowed_files_only	true
api_report_touched	false
backend_api_added	false
real_write_action_added	false
read_only_boundary_preserved	true
route_customer_reconciliation	/financial/financialReport/customerReconciliationReport HTTP 200 final_path=/reports/catalog?parity=financial-customer-reconciliation-report&readonly_probe=1&source_trace=z042-report-parity-source-trace&export_guard=z042-report-export-guard-matrix&fallback=z042-report-fallback-explanation&z043_export_eligibility=readonly-export-disabled&z043_source_grouping=finance-and-collaboration-parity&z043_disabled_download_reason=write-success-not-allowed&z043_final_route=/reports/catalog&z044_source_readback=finance-collaboration-source-group&z044_export_lock_reason=readonly-export-lock&z044_disabled_download_readback=download-disabled-readback&z044_final_route_readback=/reports/catalog&z045_source_lock_readback=finance-collaboration-source-lock&z045_download_denial_reason=download-disabled-by-readonly-contract&z045_export_lock_notice=report-export-locked-by-local-boundary&z045_final_route_readback=/reports/catalog&z046_source_grouping=report-catalog-source-tabbed-readback&z046_download_disabled_hint=download-disabled-by-readonly-boundary&z046_export_lock_tooltip=export-guarded-local-only&z046_final_route_readback=/reports/catalog&z046_guarded_matrix_scope=report-export-finance-collaboration-detail&source_entry=customer-reconciliation-report
route_financial_process	/financial/financialProcess HTTP 200 final_path=/reports/catalog?parity=financial-process-report&readonly_probe=1&source_trace=z042-report-parity-source-trace&export_guard=z042-report-export-guard-matrix&fallback=z042-report-fallback-explanation&z043_export_eligibility=readonly-export-disabled&z043_source_grouping=finance-and-collaboration-parity&z043_disabled_download_reason=write-success-not-allowed&z043_final_route=/reports/catalog&z044_source_readback=finance-collaboration-source-group&z044_export_lock_reason=readonly-export-lock&z044_disabled_download_readback=download-disabled-readback&z044_final_route_readback=/reports/catalog&z045_source_lock_readback=finance-collaboration-source-lock&z045_download_denial_reason=download-disabled-by-readonly-contract&z045_export_lock_notice=report-export-locked-by-local-boundary&z045_final_route_readback=/reports/catalog&z046_source_grouping=report-catalog-source-tabbed-readback&z046_download_disabled_hint=download-disabled-by-readonly-boundary&z046_export_lock_tooltip=export-guarded-local-only&z046_final_route_readback=/reports/catalog&z046_guarded_matrix_scope=report-export-finance-collaboration-detail&source_entry=financial-process
