field	value
task_id	TASK-Z028B-40-FIX-CAND005
candidate_id	Z028-CAND-005
source_failure_task	TASK-Z028B-39-PREP-CAND005-FAILURE-DIAG
classification	TEST_CONTRACT_UPDATE_ALLOWED
current_head	c8b8a5b53a91af33c9c1856312bc2af1935dbc38
changed_files	07_后端/lingyi_service/tests/test_warehouse_stock_entry_worker.py;03_需求与设计/02_开发计划/TASK-Z028B-40-FIX-CAND005_warehouse_stock_entry_worker修复报告.md;03_需求与设计/02_开发计划/task_z028b_40_cand005_fix_result.json;03_需求与设计/02_开发计划/task_z028b_40_cand005_fix_result.tsv;03_需求与设计/02_开发计划/task_z028b_40_cand005_fix_stdout.txt
command	.venv/bin/python -m pytest tests/test_warehouse_stock_entry_worker.py -q
workdir	07_后端/lingyi_service
command_run_count	1
exit_code	0
result	PASS
pytest_summary	5 passed, 1 warning in 1.10s
assertions_preserved	true
draft_create_201_assertions_preserved	true
missing_fields_addressed	source_ref;warehouse;item_code;operation;quantity;business_date;status_action;scenario_tag
carrier_fields_addressed	X-Request-ID;idempotency_key;source_ref;source_id
skip_xfail_deleted_cases	false
backend_app_changed	false
frontend_changed	false
unrelated_tests_changed	false
historical_dirty_forbidden_staged	[]
cached_empty	true
stage_performed	false
commit_performed	false
push_performed	false
tag_performed	false
pr_performed	false
release_performed	false
remote_lifecycle_parked	true
production_readback_ready	false
go_live_ready	false
project_completion_claimed	false
